Unnamed: 0,prompts,reconstructed_prompt,sbert_similarity,llm_judge_similarity,original_prompt_triplets,reconstructed_prompt_triplets,obels_functional_equivalence,obels_domain_type_equivalence,obels_semantic_equivalence,obels_entity_granularity_tolerance
10,"You want to know how a .csv file can be imported in excel. You need to import a .csv file in Excel, but you don't know that data type, and have no idea how to open it in Excel. Especially Excel help pages from Microsoft on this topic are relevant, but dedicated videos or tutorials are also fine.","""I want to know how I can use Power BI to produce a visual report for stakeholders based on sales of my car business.""",0.16985467076301575,0.0,"[
  (""learn"", ""data_import"", "".csv file""),
  (""get_info"", ""Excel_help"", ""importing .csv file""),
  (""explore"", ""tutorials"", ""importing .csv file in Excel"")
]","[
  (""learn"", ""software"", ""Power BI""),
  (""plan"", ""reporting"", ""visual report""),
  (""analyze"", ""business"", ""sales of my car business""),
  (""target"", ""audience"", ""stakeholders"")
]",0.2,0.5,0.2,0.0
11,"You want to find the phone number of the 'Vom Fass'-shop in Ghent? You want to make an order in the Vom Fass shop in Ghent, by phone. Even though you are interested in general information about the shop, you are in the first place looking for contact details, and more specifically their phone number.","You want to find out where you can buy a voucher for the Van Fossé supermarket in Ghent, Belgium.",0.5395549535751343,0.1,"[
  (""get_info"", ""shop"", ""Vom Fass""),
  (""get_info"", ""contact_details"", ""phone number""),
  (""plan"", ""order"", ""Vom Fass shop in Ghent"")
]","[
  (""learn"", ""voucher"", ""Van Fossé supermarket""),
  (""target"", ""location"", ""Ghent, Belgium"")
]",0.5,0.8,0.5,0.6
12,"You want to know what a BMW C1 motorcycle looks like. You read that the BMW C1 would be a special case, as a motorcycle, so you wonder what it looks like, that's all.","You want to replace a worn-out clutch cable on a 2005 BMW R1150GS Adventure that you have, along with two new OEM clutch assemblies. It is not a new vehicle, and has been sitting for quite some time. You want a complete and easy to understand set of new instructions (or videos) with images.",0.2769923210144043,0.0,"[
  (""learn"", ""motorcycle"", ""BMW C1""),
  (""get_info"", ""motorcycle"", ""appearance"")
]","[
  (""learn"", ""repair"", ""clutch cable replacement instructions for 2005 BMW R1150GS Adventure""),
  (""explore"", ""repair"", ""videos with images for clutch cable replacement""),
  (""analyze"", ""vehicle condition"", ""2005 BMW R1150GS Adventure"")
]",0.8,0.8,0.5,0.6
13,"You want to buy a tuning fork. You want to buy a tuning fork for tuning your violin (and more specifically, the actual, old-fashioned device, not an online or digital tool). Since you are looking for a musical tuning fork, everything that is related to testing your hearing, is not relevant. Especially online webshops that have tuning forks for sale are important.",Does anyone else have a passion for sound healing?,0.17294397950172424,0.0,"[
  (""decide"", ""musical instrument"", ""tuning fork""),
  (""target"", ""musical instrument"", ""violin""),
  (""explore"", ""online webshop"", ""tuning fork""),
  (""analyze"", ""musical instrument"", ""old-fashioned tuning fork""),
  (""get_info"", ""hearing test"", ""tuning fork"")
]","[  
  (""explore"", ""sound healing"", ""passion"")  
]",0.0,0.0,0.0,0.0
14,"You would like to know how a Dewar flask works. In fact, you want to get to know the physical principles behind a Thermos vacuum flask.","Is there any specific product that can maintain the heat for the longest time, like more than 6 hours? How do I make sure my food stays warm for a really long time?",0.10889871418476105,0.3,"[
  (""learn"", ""physical_principles"", ""Dewar flask""),
  (""learn"", ""physical_principles"", ""Thermos vacuum flask"")
]","[
  (""explore"", ""product"", ""heat retention products""),
  (""learn"", ""cooking_method"", ""keeping food warm for long periods"")
]",0.8,0.6,0.5,0.7
15,"You want to know what this acronym stands for. In your electronics textbook, you found the term ROADM, without further explanation. You want to know what the acronym stands for. Results that provide the answer and deal with the right context (=electronics) are the most relevant ones.",You need to find the wavelength of light that can cause a specific amount of excitation in a silicon diode. How can you find that information?,0.12690789997577667,0.0,"[
  (""get_info"", ""electronics"", ""ROADM""),
  (""target"", ""electronics"", ""acronym meaning"")
]","[
  (""learn"", ""physics"", ""wavelength of light for silicon diode excitation""),
  (""get_info"", ""silicon diode"", ""excitation amount"")
]",0.5,0.5,0.4,0.6
16,"You want to buy a used kindle. You want to buy a second hande e-reader, and you heard the Amazon Kindle would be the best. General information about the Kindle is interesting for making you choice, but you are mostly looking for specific offers of Kindles on shopping sites.","In this year's summer school program in the European Union, you are expected to find a website that contains some data about the countries' population from the years 2000 to 2022. You want to find the most recent figures for those countries, so the first search result is also important. Which countries should you have investigated to find this kind of information.",0.12736304104328156,0.0,"[
  (""decide"", ""e-reader"", ""Amazon Kindle""),
  (""get_info"", ""e-reader"", ""Kindle""),
  (""explore"", ""shopping_site"", ""offers for used Kindles"")
]","[
  (""explore"", ""summer school program"", ""European Union""),
  (""get_info"", ""population data"", ""countries from 2000 to 2022""),
  (""decide"", ""countries"", ""most recent figures"")
]",0.5,0.2,0.4,0.3
17,"You want to buy the book with that title, written by Jurasky (the 2008 edition). For your job, you need this book, and your boss is willing to pay. Therefore, you are looking for a convenient online offer. Since you are going to study the book, all related digital content, is welcome, too. You are however not interested in reviews, because you already know that book is top.Since you are going to study the book, all related digital content, is welcome, too. You are however not interested in reviews, because you already know that book is top.","How are the differences between the different types of materials that are considered as evidence in trial different than those that are not. You are interested in knowing how your argument about evidence can be used in court, and what the differences are when presenting that evidence.",0.026076283305883408,0.0,"1. (""book"", ""book"", ""book by Jurasky 2008 edition"")
2. (""explore"", ""online_offer"", ""convenient online offer for the book"")
3. (""get_info"", ""digital_content"", ""related digital content for the book"")","[
  (""analyze"", ""evidence_types"", ""materials considered as evidence in trial""),
  (""compare"", ""evidence_types"", ""materials not considered as evidence in trial""),
  (""learn"", ""argumentation"", ""use of evidence in court""),
  (""explore"", ""presentation"", ""differences in presenting evidence"")
]",0.0,0.0,0.0,0.0
18,"You want to buy a lounge chair by eames. Your boyfriend would like to have an Eames lounch chair, so you want to find one online. First of all, you are looking for shopping sites that have them for sale. Since you don't know much about it, related information (e.g., pictures) is also welcome.","What's the best way to find a vintage Eames lounge chair? What about the price, how is the chair determined?",0.7191030383110046,0.4,"[
  (""explore"", ""shopping_site"", ""Eames lounge chair""),
  (""get_info"", ""Eames lounge chair"", ""pictures"")
]","[
  (""explore"", ""furniture"", ""vintage Eames lounge chair""),
  (""get_info"", ""furniture"", ""price determination of Eames lounge chair"")
]",1.0,0.8,0.7,0.9
19,"You are looking for a sound file or video of one of Chopin's ballades, interpreted by Zimerman. You want to play one of Chopin's ballades, and in order to choose one, you want to listem to them first. Most relevant are interpretations of the ballades by Zimerman, as you heard he is a great Chopin interpreter. You don't want to pay for it, and you are not looking for scores either.","You want to know where you can get a copy of the music of the old masters, including Bach's inventions",0.26943519711494446,0.0,"1. (""explore"", ""sound_file"", ""Chopin's ballades interpreted by Zimerman"")
2. (""decide"", ""sound_file"", ""Chopin's ballades"")
3. (""get_info"", ""musical_interpreter"", ""Zimerman"")","[
  (""learn"", ""music"", ""old masters""),
  (""get_info"", ""music"", ""Bach's inventions""),
  (""explore"", ""music"", ""places to get a copy"")
]",0.5,0.5,0.4,0.6
