Unnamed: 0,prompts,reconstructed_prompt,sbert_similarity,llm_judge_similarity,original_prompt_triplets,reconstructed_prompt_triplets,obels_functional_equivalence,obels_domain_type_equivalence,obels_semantic_equivalence,obels_entity_granularity_tolerance
10,"You want to know how a .csv file can be imported in excel. You need to import a .csv file in Excel, but you don't know that data type, and have no idea how to open it in Excel. Especially Excel help pages from Microsoft on this topic are relevant, but dedicated videos or tutorials are also fine.","You want to create a dashboard on the latest version of Power BI to get insights into your most valuable customers. How can you export your customer database from Salesforce to your Power BI database? Which are the key fields you need to export in order to get the most out of your Power BI dashboard and get the best insights? Also, list the steps you should follow to export and use the data you have in Power BI.",0.2460334151983261,0.0,"[
  (""learn"", ""data_import"", "".csv file""),
  (""get_info"", ""Excel help"", ""importing .csv file""),
  (""explore"", ""tutorial"", ""videos on importing .csv in Excel"")
]","[
    (""learn"", ""dashboard"", ""Power BI""),
    (""get_info"", ""database"", ""customer database from Salesforce""),
    (""analyze"", ""data_fields"", ""key fields for Power BI""),
    (""plan"", ""export_steps"", ""steps to export and use data in Power BI"")
]",0.5,0.6,0.4,0.5
11,"You want to find the phone number of the 'Vom Fass'-shop in Ghent? You want to make an order in the Vom Fass shop in Ghent, by phone. Even though you are interested in general information about the shop, you are in the first place looking for contact details, and more specifically their phone number.","You want to spend an afternoon drinking whisky in Basel. You are considering going to Fäss zu Basel, and you want to know what the weather is like, where Fäss zu Basel is, and if it has any specials. You do not want to go there at night, because you're afraid of dark streets, but you want to know if the special is for the evening.",0.23750430345535278,0.0,"[
  (""get_info"", ""shop"", ""Vom Fass shop in Ghent""),
  (""target"", ""contact_details"", ""phone number of Vom Fass shop in Ghent""),
  (""plan"", ""order"", ""Vom Fass shop in Ghent"")
]","1. (""explore"", ""cuisine"", ""whisky"")
2. (""get_info"", ""weather"", ""Basel"")
3. (""get_info"", ""location"", ""Fäss zu Basel"")
4. (""get_info"", ""specials"", ""Fäss zu Basel"")
5. (""decide"", ""time"", ""evening"")
6. (""target"", ""time"", ""afternoon"")
7. (""target"", ""location"", ""Basel"")",0.5,0.5,0.4,0.6
12,"You want to know what a BMW C1 motorcycle looks like. You read that the BMW C1 would be a special case, as a motorcycle, so you wonder what it looks like, that's all.",How do you want to know what new motorcycles are coming out or have come out in the last month? Which are in your price range? How are the motors. How can you see reviews?,0.33910295367240906,0.1,"[
  (""learn"", ""motorcycle"", ""BMW C1""),
  (""get_info"", ""motorcycle"", ""appearance"")
]","[
  (""explore"", ""motorcycle"", ""new motorcycles""),
  (""target"", ""motorcycle"", ""last month""),
  (""target"", ""motorcycle"", ""price range""),
  (""analyze"", ""motorcycle"", ""motors""),
  (""get_info"", ""motorcycle"", ""reviews"")
]",0.8,1.0,0.5,0.6
13,"You want to buy a tuning fork. You want to buy a tuning fork for tuning your violin (and more specifically, the actual, old-fashioned device, not an online or digital tool). Since you are looking for a musical tuning fork, everything that is related to testing your hearing, is not relevant. Especially online webshops that have tuning forks for sale are important.","How did the use of particular strings affect the sound of instruments, such as guitars, violins, and pianos? Are there any specific methods that can identify a certain sound, for example, through sound recording and spectrogram analysis?",0.3957062363624573,0.0,"[
  (""decide"", ""musical instrument"", ""tuning fork""),
  (""target"", ""musical instrument"", ""violin""),
  (""explore"", ""online webshop"", ""tuning fork""),
  (""analyze"", ""musical instrument"", ""old-fashioned tuning fork""),
  (""get_info"", ""hearing test"", ""tuning fork"")
]","[
  (""analyze"", ""instrument_sound"", ""strings""),
  (""explore"", ""instrument"", ""guitars""),
  (""explore"", ""instrument"", ""violins""),
  (""explore"", ""instrument"", ""pianos""),
  (""learn"", ""sound_analysis_method"", ""sound recording""),
  (""learn"", ""sound_analysis_method"", ""spectrogram analysis"")
]",0.6,0.8,0.5,0.7
14,"You would like to know how a Dewar flask works. In fact, you want to get to know the physical principles behind a Thermos vacuum flask.","You want to learn more about how ice is formed. Some of the more relevant websites you visit were physics.stackexchange.com, www.youtube.com, www.chemistryviews.org, www.bbc.co.uk, www.explainthatstuff.com, en.wikipedia.org, www.researchgate.net, www.vedantu.com, home.howstuffworks.com, www.sciencedirect.com, www.icheme.org, pubs.aip.org, enclos.com, www.ecfr.gov, www.bdonline.co.uk, ctpcryogenics.com, www-eng.lbl.gov, nrc-publications.canada.ca, nvlpubs.nist.gov, periodicos.ufv.br, mydressedit.com, www.waterbottle.tech, www.bottlepro.net, hydrocellusa.com, www.amazon.com, www.quora.com, www.mdpi.com, multipleinc.com, cognitive-surplus.com, www.fmdbpub.com, citeseerx.ist.psu.edu, ierj.in, www.engineersedge.com, www.stainless-structurals.com, www.hsu-hh.de, primo.wpunj.edu, depts.washington.edu, journals.flvc.org, bdsc.indiana.edu, www.skyquestt.com, www.weforum.org, www.marketreportsworld.com, www.lpinformationdata.com, dataintelo.com, www.giiresearch.com, cognitivemarketresearch.com, finance.yahoo.com, www.statista.com, www.kbvresearch.com",0.2796008586883545,0.1,"[
  (""learn"", ""physical_principles"", ""Dewar flask""),
  (""learn"", ""physical_principles"", ""Thermos vacuum flask"")
]","1. (""learn"", ""science"", ""ice formation"")",0.8,0.5,0.4,0.6
15,"You want to know what this acronym stands for. In your electronics textbook, you found the term ROADM, without further explanation. You want to know what the acronym stands for. Results that provide the answer and deal with the right context (=electronics) are the most relevant ones.",Does FS Fiber Optics have revenue of $159 million? What are the growth rates and revenue distribution of FS Fiber Optics? What do other fiber optic companies have to say about FS Fiber Optics?,0.08743341267108917,0.0,"[
  (""get_info"", ""electronics"", ""ROADM""),
  (""target"", ""electronics"", ""contextual relevance"")
]","[
  (""get_info"", ""company_revenue"", ""FS Fiber Optics""),
  (""analyze"", ""company_growth"", ""FS Fiber Optics""),
  (""compare"", ""company_feedback"", ""FS Fiber Optics"")
]",0.8,0.5,0.4,0.6
16,"You want to buy a used kindle. You want to buy a second hande e-reader, and you heard the Amazon Kindle would be the best. General information about the Kindle is interesting for making you choice, but you are mostly looking for specific offers of Kindles on shopping sites.",Are there any book and e-reader deals that would be available on Amazon or other websites? Where is the best place to buy new electronics? Do you find the best deals?,0.6133055686950684,0.4,"[
  (""decide"", ""e-reader"", ""Amazon Kindle""),
  (""get_info"", ""e-reader"", ""Kindle""),
  (""explore"", ""shopping_sites"", ""used Kindle offers"")
]","[
  (""explore"", ""book_deals"", ""Amazon""),
  (""explore"", ""e_reader_deals"", ""other_websites""),
  (""explore"", ""electronics"", ""best_place"")
]",0.8,0.6,0.5,0.7
17,"You want to buy the book with that title, written by Jurasky (the 2008 edition). For your job, you need this book, and your boss is willing to pay. Therefore, you are looking for a convenient online offer. Since you are going to study the book, all related digital content, is welcome, too. You are however not interested in reviews, because you already know that book is top.Since you are going to study the book, all related digital content, is welcome, too. You are however not interested in reviews, because you already know that book is top.","You want to find cheap copies of ""The Lord of the Rings"" at an affordable price. You would like to find copies that are used, since you will not be expecting to be able to purchase one, but you would like to buy them at the cheapest possible price.",0.3291671574115753,0.2,"1. (""book"", ""book"", ""book by Jurasky 2008 edition"")
2. (""explore"", ""online_offer"", ""book by Jurasky 2008 edition"")
3. (""learn"", ""digital_content"", ""related digital content for book by Jurasky 2008 edition"")
4. (""target"", ""job"", ""book by Jurasky 2008 edition"")","[
  (""explore"", ""book"", ""The Lord of the Rings""),
  (""target"", ""book"", ""cheap used copies"")
]",0.8,0.8,0.5,0.6
18,"You want to buy a lounge chair by eames. Your boyfriend would like to have an Eames lounch chair, so you want to find one online. First of all, you are looking for shopping sites that have them for sale. Since you don't know much about it, related information (e.g., pictures) is also welcome.",Is there a good way to build a small affordable house on wheels to live in?,0.17984053492546082,0.0,"1. (""explore"", ""shopping_site"", ""Eames lounge chair"")
2. (""get_info"", ""Eames lounge chair"", ""pictures"")","[
  (""explore"", ""housing"", ""small affordable house on wheels""),
  (""target"", ""housing"", ""affordable"")
]",0.8,0.5,0.4,0.6
19,"You are looking for a sound file or video of one of Chopin's ballades, interpreted by Zimerman. You want to play one of Chopin's ballades, and in order to choose one, you want to listem to them first. Most relevant are interpretations of the ballades by Zimerman, as you heard he is a great Chopin interpreter. You don't want to pay for it, and you are not looking for scores either.",You want to learn about the pianist Carl Czerny as you want to learn about Czerny’s piano compositions such as the “Italian Variation” from “Op. No. 10” and “Op. No. 27” from “Op. 99” that are featured by many pianists in performances of many musical works in general. You want to know if he is well-known and popular.,0.39726772904396057,0.0,"[
  (""explore"", ""music"", ""Chopin's ballades interpreted by Zimerman""),
  (""decide"", ""music"", ""Chopin's ballades""),
  (""get_info"", ""music"", ""sound file or video of Chopin's ballades"")
]","[
  (""learn"", ""musical_composer"", ""Carl Czerny""),
  (""learn"", ""piano_composition"", ""Italian Variation""),
  (""learn"", ""piano_composition"", ""Op. No. 10""),
  (""learn"", ""piano_composition"", ""Op. No. 27""),
  (""learn"", ""piano_composition"", ""Op. 99""),
  (""analyze"", ""popularity"", ""Carl Czerny"")
]",0.5,0.8,0.4,0.6
