Unnamed: 0,prompts,reconstructed_prompt,sbert_similarity,llm_judge_similarity,original_prompt_triplets,reconstructed_prompt_triplets,obels_functional_equivalence,obels_domain_type_equivalence,obels_semantic_equivalence,obels_entity_granularity_tolerance
10,Do infants age 0-12 months experience different developmental milestones depending on culture?,You are a mother with a toddler. You want to be more responsive to your child’s speech by increasing access to and use of language during play and story times. What are some research findings of importance from speech and language researchers?,0.3389822244644165,0.2,"[
  (""learn"", ""developmental_milestones"", ""infants 0-12 months""),
  (""analyze"", ""cultural_influence"", ""developmental milestones"")
]","[
  (""learn"", ""academic_field"", ""speech and language research""),
  (""explore"", ""play"", ""language development strategies""),
  (""explore"", ""story time"", ""language engagement techniques"")
]",0.8,0.6,0.5,0.7
11,"You would like to write a report about interesting weddings traditions of different cultures, religions, and ethnic groups. Find information about wedding ceremonies that you think are the most fascinating and different than what you are used to.",I want to know when and where the wedding ceremony of a friend was held. How far was the wedding ceremony from the couple’s home. What would be a good wedding location?,0.45251670479774475,0.1,"[
  (""learn"", ""wedding traditions"", ""different cultures""),
  (""learn"", ""wedding traditions"", ""different religions""),
  (""learn"", ""wedding traditions"", ""different ethnic groups""),
  (""get_info"", ""wedding ceremonies"", ""fascinating traditions"")
]","[
  (""get_info"", ""event"", ""wedding ceremony of a friend""),
  (""analyze"", ""event"", ""distance from couple's home to wedding ceremony""),
  (""explore"", ""event"", ""good wedding location"")
]",0.5,0.6,0.4,0.5
12,"France won its first (and only) World Cup in 1998. Find information about the reaction of French people and institutions (such as stock markets), and studies about these reactions.","You are interested in buying real estate in France. What types of property are you looking for? Would you like to see houses or apartments? What is your budget? Are you looking for property in a specific location? What is your price range and how long you are willing to wait to purchase property? If you have seen certain properties you would like to buy, provide their URLs.",0.40518417954444885,0.0,"[
  (""get_info"", ""event"", ""France World Cup 1998""),
  (""analyze"", ""reaction"", ""French people and institutions""),
  (""learn"", ""study"", ""reactions to France World Cup 1998"")
]","[
  (""explore"", ""real_estate"", ""property types in France""),
  (""decide"", ""real_estate"", ""houses or apartments""),
  (""get_info"", ""real_estate"", ""budget""),
  (""target"", ""real_estate"", ""specific location""),
  (""target"", ""real_estate"", ""price range""),
  (""target"", ""real_estate"", ""waiting period for purchase""),
  (""get_info"", ""real_estate"", ""URLs of properties"")
]",0.2,0.5,0.2,0.0
13,"For a philosophy assignment, you need to compare evidence that supports the existence of God to evidence that supports the naturalism theory, and infer whether God exists or not. Find web pages to help support your argument.",What are the scientific arguments for why the Cambrian explosion occurred? You are trying to understand the evolution of animals.,0.21596483886241913,0.1,"[
  (""compare"", ""philosophy"", ""evidence for the existence of God""),
  (""compare"", ""philosophy"", ""evidence for naturalism theory""),
  (""analyze"", ""philosophy"", ""existence of God""),
  (""get_info"", ""web pages"", ""supporting arguments for existence of God and naturalism"")
]","[
  (""learn"", ""evolution"", ""Cambrian explosion""),
  (""analyze"", ""evolution"", ""scientific arguments"")
]",0.0,0.0,0.0,0.0
14,"For economic reasons, you wish to switch from regular phones to internet phone services. You want to know: the best internet phone services, the cheapest internet phone services, the providers of VOIP internet phone services, features that great VOIP services have, providers that offer free calls from the US to some European countries, expert reviews about VOIP providers.",Is there a good software to help with contact center management? Which software can I use to better manage my customer contact center? Are there any recommendations for customer contact center management software?,0.20864206552505493,0.0,"[
  (""explore"", ""internet_phone_services"", ""best internet phone services""),
  (""compare"", ""internet_phone_services"", ""cheapest internet phone services""),
  (""get_info"", ""VOIP_providers"", ""providers of VOIP internet phone services""),
  (""analyze"", ""VOIP_services"", ""features that great VOIP services have""),
  (""get_info"", ""VOIP_providers"", ""providers that offer free calls from the US to some European countries""),
  (""evaluate"", ""VOIP_providers"", ""expert reviews about VOIP providers"")
]","[
  (""explore"", ""software"", ""contact center management""),
  (""get_info"", ""software"", ""customer contact center management recommendations"")
]",0.5,0.4,0.3,0.5
15,"In your attempt to get fit, you are looking for information on what possibilities (types of physical exercises, diets, etc...) will help you achieve your fitness goal. Find web pages about different weight loss possibilities.",What are the most important factors in determining the effectiveness of a novel diabetes medication (DPP-4 inhibitor) on individuals with diabetes? How were these factors determined?,0.11868444830179214,0.0,"[
  (""explore"", ""fitness"", ""physical exercises""),
  (""explore"", ""fitness"", ""diets""),
  (""get_info"", ""web_pages"", ""weight loss possibilities"")
]","[
  (""analyze"", ""medication_effectiveness"", ""novel diabetes medication (DPP-4 inhibitor)""),
  (""learn"", ""factors"", ""effectiveness of diabetes medication"")
]",0.2,0.2,0.0,0.0
16,A friend has been complaining for months that she is unhappy with her life. She has also mentioned that she can't easily sleep at nights. You think that she may be suffering from depression. You want to understand if this is the case and how you could assist her in getting some help from medical professionals.,How do depression and anxiety impact different aspects of the psyche? How can medication interact with the way depression and anxiety affect people?,0.2808452248573303,0.2,"[
  (""analyze"", ""symptom"", ""depression""),
  (""learn"", ""treatment_method"", ""assistance from medical professionals"")
]","[
  (""analyze"", ""mental_health"", ""depression""),
  (""analyze"", ""mental_health"", ""anxiety""),
  (""analyze"", ""mental_health"", ""psyche""),
  (""analyze"", ""medication"", ""interaction with depression""),
  (""analyze"", ""medication"", ""interaction with anxiety"")
]",0.8,0.8,1.0,0.9
17,Pseudocyesis is the appearance of clinical and/or subclinical signs and symptoms associated with pregnancy when the organism is not actually pregnant. What are the recent advances in understanding the causes of this disorder?,You are looking for information about the treatment of infertility for women who have a genetic mutation called PCOS,0.38588881492614746,0.1,"[
  (""learn"", ""medical_condition"", ""pseudocyesis""),
  (""analyze"", ""medical_research"", ""causes of pseudocyesis"")
]","[
  (""get_info"", ""treatment_method"", ""infertility""),
  (""target"", ""condition"", ""PCOS"")
]",0.5,0.5,0.4,0.6
18,You are planning a winter vacation to the Pocono Mountains region in Pennsylvania in the US. Where will you stay? What will you do while there? How will you get there?,Looking for an adventurous ski trip in the Poconos. What are the pros and cons of spending the whole winter visiting the ski resorts?,0.6195688247680664,0.5,"[
  (""plan"", ""travel"", ""winter vacation to the Pocono Mountains""),
  (""get_info"", ""accommodation"", ""places to stay in the Pocono Mountains""),
  (""explore"", ""activities"", ""things to do in the Pocono Mountains""),
  (""get_info"", ""transportation"", ""ways to get to the Pocono Mountains"")
]","[
  (""explore"", ""travel"", ""adventurous ski trip in the Poconos""),
  (""analyze"", ""travel"", ""pros and cons of spending the whole winter visiting ski resorts"")
]",0.8,0.8,0.6,0.7
19,"You have decided that you want to reduce the use of air conditioning in your house. You've thought that if you could protect the roof being overly hot due to sun exposure, you could keep the house temperature low without the excessive use of air conditioning. Find information of whether this is possible and how it could be done.",You have a roof that is leaking. You want to see if the government can help. You are hoping the Government can provide information to help the leak. You need to see if there are any financial rebates or tax credits that will cover the cost of replacing your roof.,0.34889286756515503,0.1,"[
  (""learn"", ""energy_efficiency"", ""reducing air conditioning use""),
  (""explore"", ""roof_insulation_methods"", ""protecting roof from sun exposure""),
  (""get_info"", ""roof_insulation_methods"", ""how to keep house temperature low"")
]","[
  (""explore"", ""government_assistance"", ""roof leak""),
  (""get_info"", ""financial_rebates"", ""roof replacement""),
  (""get_info"", ""tax_credits"", ""roof replacement"")
]",0.5,0.5,0.4,0.6
