Unnamed: 0,prompts,reconstructed_prompt,sbert_similarity,llm_judge_similarity,original_prompt_triplets,reconstructed_prompt_triplets,obels_functional_equivalence,obels_domain_type_equivalence,obels_semantic_equivalence,obels_entity_granularity_tolerance
10,Do infants age 0-12 months experience different developmental milestones depending on culture?,"What are the dietary guidelines for pregnant women? Are there specific considerations, or recommendations you should know about?",0.12759996950626373,0.0,"[
  (""learn"", ""developmental_milestones"", ""infants 0-12 months""),
  (""analyze"", ""cultural_influence"", ""developmental milestones"")
]","[
  (""learn"", ""dietary_guidelines"", ""pregnant women""),
  (""get_info"", ""considerations"", ""dietary recommendations for pregnant women"")
]",0.5,0.5,0.4,0.5
11,"You would like to write a report about interesting weddings traditions of different cultures, religions, and ethnic groups. Find information about wedding ceremonies that you think are the most fascinating and different than what you are used to.",How did your country's involvement in the Vietnam War impact your economic performance? What was the reason for your country's economic decline?,0.0574490912258625,0.0,"[
  (""learn"", ""wedding_traditions"", ""different cultures, religions, and ethnic groups""),
  (""get_info"", ""wedding_ceremonies"", ""fascinating and different traditions"")
]","[
  (""analyze"", ""country_involvement"", ""Vietnam War""),
  (""analyze"", ""economic_performance"", ""economic decline"")
]",0.0,0.0,0.0,0.0
12,"France won its first (and only) World Cup in 1998. Find information about the reaction of French people and institutions (such as stock markets), and studies about these reactions.","You are a sports agent seeking clients for hotels that will host football clubs or training camps. You want to know what is there and what is missing in your region for that you can make a good choice (what type of hotels to host these football clubs or training camps, what is its capacity, etc. ).",0.1351795792579651,0.0,"[
  (""get_info"", ""event"", ""France World Cup 1998 reaction""),
  (""learn"", ""academic_field"", ""studies on reactions to France World Cup 1998""),
  (""analyze"", ""economic_indicator"", ""French stock market reaction to France World Cup 1998"")
]","[
  (""explore"", ""hotel"", ""options for hosting football clubs or training camps""),
  (""analyze"", ""hotel"", ""capacity and amenities for football clubs or training camps""),
  (""decide"", ""hotel"", ""best choices for hosting football clubs or training camps""),
  (""get_info"", ""region"", ""current hotel offerings for football clubs or training camps""),
  (""get_info"", ""region"", ""gaps in hotel availability for football clubs or training camps"")
]",0.5,0.4,0.3,0.5
13,"For a philosophy assignment, you need to compare evidence that supports the existence of God to evidence that supports the naturalism theory, and infer whether God exists or not. Find web pages to help support your argument.","What is the historical context of the philosophy and physics of Benedict de Spinoza?  Is it possible that his ideas were influenced by, or, that he was influenced by, the ideas and speculations of Paracelsus?",0.1956009417772293,0.1,"[
  (""compare"", ""philosophy"", ""evidence for the existence of God""),
  (""compare"", ""philosophy"", ""evidence for naturalism theory""),
  (""analyze"", ""philosophy"", ""existence of God""),
  (""get_info"", ""web_pages"", ""supporting arguments for existence of God and naturalism"")
]","[
  (""learn"", ""academic_field"", ""historical context of the philosophy and physics of Benedict de Spinoza""),
  (""analyze"", ""academic_field"", ""influence of Paracelsus on Benedict de Spinoza"")
]",0.2,0.2,0.0,0.0
14,"For economic reasons, you wish to switch from regular phones to internet phone services. You want to know: the best internet phone services, the cheapest internet phone services, the providers of VOIP internet phone services, features that great VOIP services have, providers that offer free calls from the US to some European countries, expert reviews about VOIP providers.",You are starting a new VoIP service for small companies and want to know what the latest prices are. You want a comparison of all different companies that offer this service. Find out the cheapest prices of VoIP software for small companies.,0.5443635582923889,0.4,"[
  (""explore"", ""internet_phone_services"", ""best internet phone services""),
  (""compare"", ""internet_phone_services"", ""cheapest internet phone services""),
  (""get_info"", ""VOIP_providers"", ""providers of VOIP internet phone services""),
  (""analyze"", ""VOIP_services"", ""features that great VOIP services have""),
  (""get_info"", ""VOIP_providers"", ""providers that offer free calls from the US to some European countries""),
  (""evaluate"", ""VOIP_providers"", ""expert reviews about VOIP providers"")
]","[
  (""explore"", ""VoIP service"", ""companies offering VoIP service""),
  (""compare"", ""VoIP service"", ""prices of different companies""),
  (""analyze"", ""VoIP software"", ""cheapest prices for small companies"")
]",0.8,0.8,0.5,0.6
15,"In your attempt to get fit, you are looking for information on what possibilities (types of physical exercises, diets, etc...) will help you achieve your fitness goal. Find web pages about different weight loss possibilities.",How do you use this data to help patients with cognitive impairment? How long do you use this information to decide whether the patient is able to be taken off this medication?,0.08300521969795227,0.0,"1. (explore, fitness, physical exercises)
2. (explore, fitness, diets)
3. (get_info, web_pages, weight loss possibilities)","[
  (""learn"", ""treatment_method"", ""data usage for cognitive impairment""),
  (""analyze"", ""treatment_method"", ""duration for medication assessment"")
]",0.2,0.2,0.0,0.0
16,A friend has been complaining for months that she is unhappy with her life. She has also mentioned that she can't easily sleep at nights. You think that she may be suffering from depression. You want to understand if this is the case and how you could assist her in getting some help from medical professionals.,You are interested in the impact that the Covid-19 pandemic is having on the prevalence of autism spectrum disorder amongst children. You want a more in-depth research on this topic and want to seek the answers to this question.,0.08727956563234329,0.0,"[
  (""analyze"", ""symptom"", ""depression""),
  (""learn"", ""treatment_method"", ""assistance from medical professionals"")
]","[
  (""analyze"", ""health"", ""impact of Covid-19 on autism spectrum disorder prevalence in children""),
  (""learn"", ""research"", ""autism spectrum disorder prevalence during Covid-19"")
]",0.5,0.5,0.4,0.3
17,Pseudocyesis is the appearance of clinical and/or subclinical signs and symptoms associated with pregnancy when the organism is not actually pregnant. What are the recent advances in understanding the causes of this disorder?,You are investigating and are looking for clinical signs and symptoms of schizophrenia in women. The most common clinical sign you were looking for was unusual or disorganized speech.,0.33650434017181396,0.1,"[
  (""learn"", ""medical_condition"", ""pseudocyesis""),
  (""explore"", ""research"", ""recent advances in causes of pseudocyesis"")
]","[
  (""explore"", ""symptom"", ""schizophrenia in women""),
  (""learn"", ""clinical_sign"", ""unusual or disorganized speech"")
]",0.8,0.6,0.5,0.7
18,You are planning a winter vacation to the Pocono Mountains region in Pennsylvania in the US. Where will you stay? What will you do while there? How will you get there?,Which mountain towns would you recommend and what ski conditions would you recommend to families looking for vacation to ski resorts in Pennsylvania? How many hotels in these cities that are family friendly?,0.5537668466567993,0.5,"[
  (""plan"", ""travel"", ""winter vacation to the Pocono Mountains region in Pennsylvania""),
  (""get_info"", ""accommodation"", ""places to stay in the Pocono Mountains""),
  (""explore"", ""activities"", ""things to do in the Pocono Mountains""),
  (""decide"", ""transportation"", ""how to get to the Pocono Mountains"")
]","[
  (""explore"", ""mountain_towns"", ""ski resorts in Pennsylvania""),
  (""analyze"", ""ski_conditions"", ""families""),
  (""get_info"", ""hotels"", ""family friendly hotels in these cities"")
]",0.8,0.8,0.5,0.6
19,"You have decided that you want to reduce the use of air conditioning in your house. You've thought that if you could protect the roof being overly hot due to sun exposure, you could keep the house temperature low without the excessive use of air conditioning. Find information of whether this is possible and how it could be done.","Find best strategies for mitigating heat in buildings in the United States, the United Kingdom, Canada and the People’s Republic of China. You want to find best strategies for lowering solar heat gain in your building’s façade and roof.",0.6107045412063599,0.8,"[
  (""learn"", ""home_improvement"", ""reducing air conditioning use""),
  (""get_info"", ""roof_insulation"", ""methods to protect roof from sun exposure""),
  (""analyze"", ""energy_efficiency"", ""impact of roof protection on house temperature"")
]","[
  (""explore"", ""building_strategy"", ""mitigating heat""),
  (""explore"", ""building_strategy"", ""lowering solar heat gain""),
  (""target"", ""location"", ""United States""),
  (""target"", ""location"", ""United Kingdom""),
  (""target"", ""location"", ""Canada""),
  (""target"", ""location"", ""People’s Republic of China"")
]",0.8,0.5,0.6,0.7
