Unnamed: 0,prompts,reconstructed_prompt,sbert_similarity,llm_judge_similarity,original_prompt_triplets,reconstructed_prompt_triplets,obels_functional_equivalence,obels_domain_type_equivalence,obels_semantic_equivalence,obels_entity_granularity_tolerance
10,"You want to know how a .csv file can be imported in excel. You need to import a .csv file in Excel, but you don't know that data type, and have no idea how to open it in Excel. Especially Excel help pages from Microsoft on this topic are relevant, but dedicated videos or tutorials are also fine.","You're looking at the Microsoft Excel file that the business has sent you to input your data. However, some of the fields appear to be empty - i.e., they look like they haven't had any data entered into them yet. Is it possible to link my Excel spreadsheet with another system, so that whenever I update my data on the spreadsheet, it will be updated automatically on the system I'm using? If not, what do I need to do first to get this Excel spreadsheet set up and ready to receive my data?",0.4304800033569336,0.2,"[
  (""learn"", ""data_import"", "".csv file""),
  (""get_info"", ""Excel_help"", ""importing .csv files""),
  (""explore"", ""tutorial"", ""videos on importing .csv files in Excel"")
]","[
  (""explore"", ""software_integration"", ""linking Excel with another system""),
  (""learn"", ""Excel_setup"", ""setting up Excel spreadsheet for data input""),
  (""plan"", ""data_management"", ""steps to prepare Excel for data entry"")
]",0.8,0.6,0.5,0.7
11,"You want to find the phone number of the 'Vom Fass'-shop in Ghent? You want to make an order in the Vom Fass shop in Ghent, by phone. Even though you are interested in general information about the shop, you are in the first place looking for contact details, and more specifically their phone number.","Suppose you were asked to write an essay or research paper on the ethics of ""call center burnout"". How would you go about writing it? What types of sources would you use and what would be their specific value in relation to your writing?",0.02875024825334549,0.0,"[
  (""get_info"", ""shop"", ""Vom Fass shop in Ghent""),
  (""target"", ""contact_details"", ""phone number of Vom Fass shop in Ghent""),
  (""plan"", ""shop"", ""order in Vom Fass shop in Ghent by phone"")
]","[
  (""learn"", ""academic_field"", ""ethics of call center burnout""),
  (""explore"", ""source_type"", ""types of sources for research""),
  (""analyze"", ""source_type"", ""value of sources in writing"")
]",0.0,0.0,0.0,0.0
12,"You want to know what a BMW C1 motorcycle looks like. You read that the BMW C1 would be a special case, as a motorcycle, so you wonder what it looks like, that's all.","You're currently exploring motorcycle options for your commute but have never owned one before. As you've noticed in the market, there's so much choice around price and size ranges. To help you with your purchase decision, tell me more about what differences in power, size, and practicality that exist between scooters and motorcycles.",0.38157621026039124,0.2,"[
  (""learn"", ""motorcycle"", ""BMW C1""),
  (""get_info"", ""motorcycle"", ""appearance"")
]","[
  (""explore"", ""motorcycle"", ""options""),
  (""compare"", ""motorcycle"", ""scooters and motorcycles""),
  (""learn"", ""motorcycle"", ""differences in power""),
  (""learn"", ""motorcycle"", ""differences in size""),
  (""learn"", ""motorcycle"", ""differences in practicality"")
]",0.8,1.0,0.5,0.6
13,"You want to buy a tuning fork. You want to buy a tuning fork for tuning your violin (and more specifically, the actual, old-fashioned device, not an online or digital tool). Since you are looking for a musical tuning fork, everything that is related to testing your hearing, is not relevant. Especially online webshops that have tuning forks for sale are important.","You're given a list of papers on Music and Sound as Medicine. Your task is to compile these papers into a single document that will serve as a starting point for your research project on the subject. Make sure the documents are in the correct order, each with its title and author listed in a table of contents; do not copy any part of the article directly from the original paper unless it is the title and/or author of the work. When you're done, upload this paper via the submission link and you will be graded for your work.",0.19177821278572083,0.0,"[
  (""decide"", ""musical instrument"", ""tuning fork""),
  (""target"", ""musical instrument"", ""violin""),
  (""explore"", ""online webshop"", ""tuning fork""),
  (""analyze"", ""musical instrument"", ""old-fashioned tuning fork""),
  (""get_info"", ""hearing test"", ""tuning fork"")
]","[
  (""plan"", ""research_project"", ""Music and Sound as Medicine""),
  (""summarize"", ""academic_papers"", ""list of papers on Music and Sound as Medicine""),
  (""organize"", ""document"", ""table of contents with titles and authors""),
  (""upload"", ""submission"", ""compiled paper"")
]",0.0,0.0,0.0,0.0
14,"You would like to know how a Dewar flask works. In fact, you want to get to know the physical principles behind a Thermos vacuum flask.","What are the various types of stainless steel cryogenic vessels available? Stainless steel cryogenic vessels are used in many industries because they store and transport very cold liquefied gases, such as liquid nitrogen and helium. The market trends for cryogenic vessels can be analyzed to determine demand for this product. Some important information about this market would include its size, market dynamics, regional segments, competitive landscape and key players. What applications could a stainless steel cryogenic vessel be used for? Cryogenic vessel is an insulated container used to transport or store very cold liquefied gases at their boiling point in the liquid phase. Cryogenic storage tanks are used for storing liquids that must be kept at very low temperatures, so that they remain in a liquefied state. Stainless steel cryogenic vessels store products at ultra-low temperatures, making them suitable for a wide range of industrial applications where the storage and transportation of extremely cold liquefied gases are needed.",0.30546215176582336,0.2,"[
  (""learn"", ""physical_principles"", ""Dewar flask""),
  (""learn"", ""physical_principles"", ""Thermos vacuum flask"")
]","[
    (""explore"", ""cryogenic_vessel"", ""types of stainless steel cryogenic vessels""),
    (""analyze"", ""cryogenic_vessel"", ""market trends for cryogenic vessels""),
    (""get_info"", ""cryogenic_vessel"", ""market size""),
    (""get_info"", ""cryogenic_vessel"", ""market dynamics""),
    (""get_info"", ""cryogenic_vessel"", ""regional segments""),
    (""get_info"", ""cryogenic_vessel"", ""competitive landscape""),
    (""get_info"", ""cryogenic_vessel"", ""key players""),
    (""learn"", ""cryogenic_vessel"", ""applications of stainless steel cryogenic vessels""),
    (""summarize"", ""cryogenic_vessel"", ""function of cryogenic vessels"")
]",0.8,0.6,0.5,0.7
15,"You want to know what this acronym stands for. In your electronics textbook, you found the term ROADM, without further explanation. You want to know what the acronym stands for. Results that provide the answer and deal with the right context (=electronics) are the most relevant ones.","You are interested in information about Passive Optical Network (PON) devices, their applications and related market research analysis.",0.1721319705247879,0.1,"[  
  (""get_info"", ""electronics"", ""ROADM""),  
  (""target"", ""electronics"", ""acronym meaning"")  
]","[
  (""learn"", ""technology"", ""Passive Optical Network (PON) devices""),
  (""explore"", ""applications"", ""Passive Optical Network (PON) devices""),
  (""analyze"", ""market research"", ""Passive Optical Network (PON) devices"")
]",0.5,0.6,0.4,0.5
16,"You want to buy a used kindle. You want to buy a second hande e-reader, and you heard the Amazon Kindle would be the best. General information about the Kindle is interesting for making you choice, but you are mostly looking for specific offers of Kindles on shopping sites.","The user wants to buy an e-reader, and is trying to compare and contrast different e-readers from Amazon (Kindle), Barnes & Noble, and Kobo. The key factors they're concerned about are size, resolution, color, weight, battery life, touch screen, storage space, and cost. They also want to know if all devices can read books stored on external storage drives, and how many books can be stored on each device.",0.6275820732116699,0.5,"[
  (""decide"", ""e-reader"", ""Kindle""),
  (""get_info"", ""e-reader"", ""Kindle""),
  (""explore"", ""shopping_site"", ""used Kindle offers"")
]","1. (""compare"", ""e-reader"", ""Kindle"")
2. (""compare"", ""e-reader"", ""Barnes & Noble"")
3. (""compare"", ""e-reader"", ""Kobo"")
4. (""analyze"", ""e-reader"", ""size"")
5. (""analyze"", ""e-reader"", ""resolution"")
6. (""analyze"", ""e-reader"", ""color"")
7. (""analyze"", ""e-reader"", ""weight"")
8. (""analyze"", ""e-reader"", ""battery life"")
9. (""analyze"", ""e-reader"", ""touch screen"")
10. (""analyze"", ""e-reader"", ""storage space"")
11. (""analyze"", ""e-reader"", ""cost"")
12. (""get_info"", ""e-reader"", ""external storage compatibility"")
13. (""get_info"", ""e-reader"", ""storage capacity"")",0.8,1.0,0.5,0.6
17,"You want to buy the book with that title, written by Jurasky (the 2008 edition). For your job, you need this book, and your boss is willing to pay. Therefore, you are looking for a convenient online offer. Since you are going to study the book, all related digital content, is welcome, too. You are however not interested in reviews, because you already know that book is top.Since you are going to study the book, all related digital content, is welcome, too. You are however not interested in reviews, because you already know that book is top.",You just bought a textbook for 100$ but now you want to sell it online in the UK. How do you find the best place (online) to sell textbooks and when will be the best time? Please find some academic articles on this topic if they exist.,0.415924608707428,0.0,"1. (""book"", ""book"", ""2008 edition by Jurasky"")
2. (""explore"", ""online_offer"", ""2008 edition by Jurasky"")
3. (""learn"", ""digital_content"", ""related to the book"")","[
  (""explore"", ""online_marketplace"", ""best place to sell textbooks""),
  (""analyze"", ""selling_timing"", ""best time to sell textbooks""),
  (""learn"", ""academic_articles"", ""selling textbooks online"")
]",0.8,0.6,0.5,0.7
18,"You want to buy a lounge chair by eames. Your boyfriend would like to have an Eames lounch chair, so you want to find one online. First of all, you are looking for shopping sites that have them for sale. Since you don't know much about it, related information (e.g., pictures) is also welcome.","Your friend just bought you a mid-century modern home that needs some updating. Your friends all agree that your living room and dining room seating will need a good update. Look on eBay at some options that might work for you and your furniture budget. Make sure the chairs you select fit with your floor plan. Compare your budget to the typical selling prices for mid-century modern furniture to get a sense of whether your budget is reasonable. Consider where Herman Miller fits into the overall market, and identify other leading manufacturers in this space.",0.39498817920684814,0.3,"1. (""explore"", ""shopping_site"", ""Eames lounge chair"")
2. (""get_info"", ""Eames lounge chair"", ""pictures"")","[
  (""explore"", ""furniture"", ""options for living room and dining room seating""),
  (""compare"", ""budget"", ""typical selling prices for mid-century modern furniture""),
  (""analyze"", ""market"", ""Herman Miller's position in the mid-century modern furniture market""),
  (""learn"", ""furniture"", ""other leading manufacturers in mid-century modern furniture"")
]",0.8,0.8,0.5,0.6
19,"You are looking for a sound file or video of one of Chopin's ballades, interpreted by Zimerman. You want to play one of Chopin's ballades, and in order to choose one, you want to listem to them first. Most relevant are interpretations of the ballades by Zimerman, as you heard he is a great Chopin interpreter. You don't want to pay for it, and you are not looking for scores either.","You are an amateur pianist who wants to improve your sight-reading skills. For instance, you may want to learn more about what sight-reading skills consist in (i.e., which elements are sight-readable and which aren't) and how you can improve upon your own skills.",0.24607431888580322,0.0,"[
  (""explore"", ""music"", ""Chopin's ballades interpreted by Zimerman""),
  (""decide"", ""music"", ""Chopin's ballades""),
  (""get_info"", ""music"", ""sound file or video of Chopin's ballades"")
]","[
  (""learn"", ""music_skill"", ""sight-reading skills""),
  (""explore"", ""music_skill"", ""methods to improve sight-reading"")
]",0.5,0.8,0.4,0.5
