Unnamed: 0,prompts,reconstructed_prompt,sbert_similarity,llm_judge_similarity,original_prompt_triplets,reconstructed_prompt_triplets,obels_functional_equivalence,obels_domain_type_equivalence,obels_semantic_equivalence,obels_entity_granularity_tolerance
10,Do infants age 0-12 months experience different developmental milestones depending on culture?,What are some signs and symptoms of autism and how are they diagnosed? How are children with ASD assessed for intervention? What are some evidence-based early interventions and why are these important? How prevalent is autism? What factors contribute to prevalence?,0.15761150419712067,0.0,"[
  (""learn"", ""developmental_milestones"", ""infants 0-12 months""),
  (""analyze"", ""cultural_influence"", ""developmental milestones"")
]","[
  (""learn"", ""symptom"", ""autism""),
  (""learn"", ""diagnosis"", ""autism""),
  (""analyze"", ""assessment"", ""children with ASD""),
  (""learn"", ""intervention"", ""evidence-based early interventions""),
  (""analyze"", ""importance"", ""early interventions""),
  (""learn"", ""prevalence"", ""autism""),
  (""analyze"", ""factors"", ""prevalence of autism"")
]",0.5,0.6,0.5,0.7
11,"You would like to write a report about interesting weddings traditions of different cultures, religions, and ethnic groups. Find information about wedding ceremonies that you think are the most fascinating and different than what you are used to.","What are common wedding traditions and where do they originate?  As you consider your upcoming wedding, do some research into various traditions. From something as simple as wearing a white dress, to a more complicated wedding arch, what are the origins of common western weddings?",0.6156930923461914,0.5,"[
  (""learn"", ""wedding_traditions"", ""different cultures, religions, and ethnic groups""),
  (""get_info"", ""wedding_ceremonies"", ""most fascinating and different"")
]","[
  (""learn"", ""wedding_traditions"", ""common wedding traditions""),
  (""explore"", ""wedding_traditions"", ""various traditions""),
  (""analyze"", ""wedding_traditions"", ""origins of common western weddings""),
  (""plan"", ""wedding"", ""upcoming wedding"")
]",0.8,1.0,0.5,0.6
12,"France won its first (and only) World Cup in 1998. Find information about the reaction of French people and institutions (such as stock markets), and studies about these reactions.",In 2021 French national football team was dropped out of the tournament by the hands of the Swiss national team. Switzerland's soccer is not very strong. What is the reason for this?,0.4169117510318756,0.1,"[
  (""get_info"", ""event"", ""France World Cup 1998 reaction""),
  (""analyze"", ""reaction"", ""French people and institutions""),
  (""learn"", ""study"", ""reactions to France World Cup 1998"")
]","1. (""analyze"", ""sports"", ""Switzerland's soccer strength"")
2. (""summarize"", ""event"", ""2021 French national football team tournament exit"")",0.5,0.8,0.4,0.5
13,"For a philosophy assignment, you need to compare evidence that supports the existence of God to evidence that supports the naturalism theory, and infer whether God exists or not. Find web pages to help support your argument.","In a debate between Richard Carrier and William Lane Craig, it was claimed that Christians do not believe in a “God of the gaps,” but rather a God of all things. It was further asserted that one does not have to show that a “miracle” happened, but that, within the context of history, there is evidence to show how God might have been involved in the world at large. How compelling is this evidence? How reasonable is it to hold such a position?",0.47151249647140503,0.3,"[
  (""compare"", ""philosophy"", ""evidence for the existence of God""),
  (""compare"", ""philosophy"", ""evidence for naturalism theory""),
  (""analyze"", ""philosophy"", ""existence of God""),
  (""get_info"", ""web pages"", ""supporting argument for existence of God vs naturalism"")
]","[
  (""analyze"", ""debate"", ""evidence for God's involvement in history""),
  (""evaluate"", ""belief"", ""God of all things""),
  (""compare"", ""belief"", ""God of the gaps vs God of all things""),
  (""decide"", ""position"", ""reasonableness of holding belief in God's involvement"")
]",0.8,0.6,0.5,0.7
14,"For economic reasons, you wish to switch from regular phones to internet phone services. You want to know: the best internet phone services, the cheapest internet phone services, the providers of VOIP internet phone services, features that great VOIP services have, providers that offer free calls from the US to some European countries, expert reviews about VOIP providers.","You want to compare VoIP services in the telecommunications market to decide whether or not it's a good idea to migrate to an entirely VoIP infrastructure for your business. To make a solid business case for doing so, you want to take into consideration cost, performance, features and benefits, scalability, security, compliance requirements, availability, customer support, and any other relevant considerations. Find the latest research reports with insights and stats to substantiate your decision-making process.",0.6819498538970947,0.5,"[
  (""explore"", ""internet_phone_services"", ""best internet phone services""),
  (""compare"", ""internet_phone_services"", ""cheapest internet phone services""),
  (""get_info"", ""internet_phone_services"", ""providers of VOIP internet phone services""),
  (""learn"", ""internet_phone_services"", ""features that great VOIP services have""),
  (""get_info"", ""internet_phone_services"", ""providers that offer free calls from the US to some European countries""),
  (""evaluate"", ""internet_phone_services"", ""expert reviews about VOIP providers"")
]","1. (compare, telecommunications, VoIP services)
2. (decide, telecommunications, VoIP infrastructure)
3. (analyze, telecommunications, cost)
4. (analyze, telecommunications, performance)
5. (analyze, telecommunications, features and benefits)
6. (analyze, telecommunications, scalability)
7. (analyze, telecommunications, security)
8. (analyze, telecommunications, compliance requirements)
9. (analyze, telecommunications, availability)
10. (analyze, telecommunications, customer support)
11. (get_info, research, latest research reports)",0.8,0.8,0.6,0.7
15,"In your attempt to get fit, you are looking for information on what possibilities (types of physical exercises, diets, etc...) will help you achieve your fitness goal. Find web pages about different weight loss possibilities.","Find scientific reports on the effects of magnesium on heart health and other cardiovascular benefits, e.g., lower risk for coronary heart disease (CHD), high blood pressure, stroke, metabolic syndrome, etc. Are there conditions under which magnesium supplementation can be used in lieu of other medications? What does the research literature suggest about whether the dosage of magnesium affects the benefits it has on heart health?",0.20806258916854858,0.0,"1. (""explore"", ""fitness"", ""physical exercises"")
2. (""explore"", ""fitness"", ""diets"")
3. (""get_info"", ""weight loss"", ""possibilities"")","[
  (""learn"", ""scientific_report"", ""effects of magnesium on heart health""),
  (""analyze"", ""scientific_report"", ""cardiovascular benefits of magnesium""),
  (""explore"", ""scientific_report"", ""conditions for magnesium supplementation instead of medications""),
  (""analyze"", ""scientific_report"", ""dosage of magnesium and its effects on heart health"")
]",0.5,0.2,0.4,0.3
16,A friend has been complaining for months that she is unhappy with her life. She has also mentioned that she can't easily sleep at nights. You think that she may be suffering from depression. You want to understand if this is the case and how you could assist her in getting some help from medical professionals.,What are the effects of poor mental health on the workplace? How many days of work do people lose due to mental health? What kind of conditions do the employees suffer from? Are there any programs in place to combat this issue?,0.35200318694114685,0.1,"[
  (""analyze"", ""symptom"", ""depression""),
  (""learn"", ""treatment_method"", ""assistance from medical professionals"")
]","[
  (""analyze"", ""mental_health"", ""workplace_effects""),
  (""get_info"", ""mental_health"", ""days_lost_due_to_mental_health""),
  (""get_info"", ""mental_health"", ""conditions_employees_suffer_from""),
  (""explore"", ""mental_health"", ""programs_to_combat_issue"")
]",0.8,0.8,0.5,0.6
17,Pseudocyesis is the appearance of clinical and/or subclinical signs and symptoms associated with pregnancy when the organism is not actually pregnant. What are the recent advances in understanding the causes of this disorder?,"You were interested in understanding the side effects and potential consequences of taking clomifene for fertility treatment. To do so, you reviewed information on clomiphene from clinical trials and literature that explains the safety and efficacy of this drug in infertility conditions. You also looked for information about possible side effects (e.g., in the Journal of Medical & Health Science) and other considerations (e.g., interaction with antidepressants).",0.3368320167064667,0.0,"[
  (""learn"", ""medical_condition"", ""pseudocyesis""),
  (""analyze"", ""medical_research"", ""causes of pseudocyesis"")
]","[
  (""learn"", ""treatment_method"", ""clomifene""),
  (""analyze"", ""clinical_trials"", ""safety and efficacy of clomifene in infertility""),
  (""get_info"", ""side_effects"", ""clomifene""),
  (""explore"", ""academic_field"", ""interaction with antidepressants"")
]",0.5,0.6,0.4,0.5
18,You are planning a winter vacation to the Pocono Mountains region in Pennsylvania in the US. Where will you stay? What will you do while there? How will you get there?,"You want to plan an ski trip with your friends during winter break and want some places in the eastern United States that aren't too far from New York City. You're looking for the best ski destinations, good places to stay, what kind of terrain you will find, what bus companies go there, etc.",0.4407871961593628,0.7,"[
  (""plan"", ""travel"", ""winter vacation to the Pocono Mountains""),
  (""get_info"", ""accommodation"", ""places to stay in the Pocono Mountains""),
  (""explore"", ""activities"", ""things to do in the Pocono Mountains""),
  (""analyze"", ""transportation"", ""ways to get to the Pocono Mountains"")
]","[
  (""plan"", ""travel"", ""ski trip""),
  (""explore"", ""destination"", ""ski destinations in the eastern United States""),
  (""get_info"", ""accommodation"", ""places to stay""),
  (""analyze"", ""terrain"", ""ski terrain""),
  (""get_info"", ""transportation"", ""bus companies"")
]",0.8,0.8,0.5,0.6
19,"You have decided that you want to reduce the use of air conditioning in your house. You've thought that if you could protect the roof being overly hot due to sun exposure, you could keep the house temperature low without the excessive use of air conditioning. Find information of whether this is possible and how it could be done.","The original user prompt may be phrased as follows: ""What are some strategies for greening one's roof?"" The agent has found several materials related to the use of solar panels, as well as a range of more passive technologies and installation methods that might reduce heating demand in urban settings. Notably, it doesn't find much discussion about these technologies, but instead finds mostly manufacturer websites promoting their various products as environmentally-friendly options for roofing.",0.5299134850502014,0.4,"[
  (""learn"", ""home_improvement"", ""reduce air conditioning use""),
  (""get_info"", ""roof_insulation"", ""protect roof from sun exposure""),
  (""analyze"", ""energy_efficiency"", ""keep house temperature low"")
]","[
  (""learn"", ""cooking_method"", ""strategies for greening one's roof""),
  (""explore"", ""material"", ""solar panels""),
  (""explore"", ""technology"", ""passive technologies""),
  (""explore"", ""installation_method"", ""installation methods for reducing heating demand""),
  (""get_info"", ""product"", ""environmentally-friendly roofing options"")
]",0.5,0.6,0.4,0.5
