Unnamed: 0,prompts,reconstructed_prompt,sbert_similarity,llm_judge_similarity,original_prompt_triplets,reconstructed_prompt_triplets,obels_functional_equivalence,obels_domain_type_equivalence,obels_semantic_equivalence,obels_entity_granularity_tolerance
10,Do infants age 0-12 months experience different developmental milestones depending on culture?,"You are an early childhood educator in the United States. You are developing a nutrition education program for a preschool you supervise. You want to design and implement a curriculum that provides children with knowledge about nutrition, including how to prepare healthy meals, make healthy food choices and increase their awareness and understanding of proper diet and nutrition. How can you develop this nutrition education curriculum?",0.15837529301643372,0.0,"[
  (""learn"", ""developmental_milestones"", ""infants 0-12 months""),
  (""analyze"", ""cultural_influence"", ""developmental milestones"")
]","[
  (""plan"", ""nutrition_education"", ""curriculum""),
  (""learn"", ""nutrition"", ""healthy meals preparation""),
  (""learn"", ""nutrition"", ""healthy food choices""),
  (""learn"", ""nutrition"", ""proper diet awareness"")
]",0.2,0.2,0.2,0.0
11,"You would like to write a report about interesting weddings traditions of different cultures, religions, and ethnic groups. Find information about wedding ceremonies that you think are the most fascinating and different than what you are used to.","You plan to marry your partner soon and you wish to celebrate this special moment in a way that suits the wishes of both families. Your wedding budget includes travel, reception, gift registry, flowers and decorations, wedding apparel, entertainment, catering, invitations, photography, venue, videography, stationery, transportation, and a honeymoon. What things do you need to consider when planning for a wedding? How do you plan for a traditional wedding based on how different cultures think about weddings?",0.6574862003326416,0.3,"[
  (""learn"", ""wedding_traditions"", ""different cultures, religions, and ethnic groups""),
  (""get_info"", ""wedding_ceremonies"", ""most fascinating and different"")
]","[
  (""plan"", ""wedding"", ""celebration""),
  (""analyze"", ""wedding"", ""cultural considerations""),
  (""get_info"", ""wedding budget"", ""travel""),
  (""get_info"", ""wedding budget"", ""reception""),
  (""get_info"", ""wedding budget"", ""gift registry""),
  (""get_info"", ""wedding budget"", ""flowers and decorations""),
  (""get_info"", ""wedding budget"", ""wedding apparel""),
  (""get_info"", ""wedding budget"", ""entertainment""),
  (""get_info"", ""wedding budget"", ""catering""),
  (""get_info"", ""wedding budget"", ""invitations""),
  (""get_info"", ""wedding budget"", ""photography""),
  (""get_info"", ""wedding budget"", ""venue""),
  (""get_info"", ""wedding budget"", ""videography""),
  (""get_info"", ""wedding budget"", ""stationery""),
  (""get_info"", ""wedding budget"", ""transportation""),
  (""get_info"", ""wedding budget"", ""honeymoon"")
]",0.5,0.8,0.5,0.6
12,"France won its first (and only) World Cup in 1998. Find information about the reaction of French people and institutions (such as stock markets), and studies about these reactions.","You're asked to summarize data on the global market for football, including data on the number of players and other participants in football from the past year (2018). Information includes the size of the market in dollars, its growth over the previous year, key trends driving market changes, competitors in the market, and a forecast for future market growth. The response has links to relevant sources and examples where applicable.",0.452112078666687,0.1,"[
  (""get_info"", ""event"", ""France World Cup 1998""),
  (""analyze"", ""reaction"", ""French people and institutions""),
  (""learn"", ""study"", ""reactions to France World Cup 1998"")
]","[
  (""summarize"", ""market"", ""football""),
  (""target"", ""market"", ""number of players""),
  (""target"", ""market"", ""size in dollars""),
  (""target"", ""market"", ""growth over the previous year""),
  (""target"", ""market"", ""key trends driving changes""),
  (""target"", ""market"", ""competitors""),
  (""target"", ""market"", ""forecast for future growth"")
]",0.2,0.2,0.0,0.0
13,"For a philosophy assignment, you need to compare evidence that supports the existence of God to evidence that supports the naturalism theory, and infer whether God exists or not. Find web pages to help support your argument.","Suppose you believe that we don't need any laws of nature to explain the complexity of life on earth and that many other scientists agree with you, while some disagree. You want to know more about these other scientists. Answer the following questions, without using any quotations, with 4 sources that discuss why the person you are reading disagrees with you and their evidence.",0.35466790199279785,0.3,"[
  (""compare"", ""philosophy"", ""evidence for the existence of God""),
  (""compare"", ""philosophy"", ""evidence for naturalism theory""),
  (""analyze"", ""philosophy"", ""existence of God""),
  (""get_info"", ""web pages"", ""supporting arguments for existence of God and naturalism"")
]","[
  (""learn"", ""scientific_opinion"", ""scientists who disagree with the belief that laws of nature are unnecessary to explain life's complexity""),
  (""get_info"", ""evidence"", ""arguments against the belief that laws of nature are unnecessary"")
]",0.5,0.5,0.4,0.6
14,"For economic reasons, you wish to switch from regular phones to internet phone services. You want to know: the best internet phone services, the cheapest internet phone services, the providers of VOIP internet phone services, features that great VOIP services have, providers that offer free calls from the US to some European countries, expert reviews about VOIP providers.","What are some common challenges or drawbacks for using VoIP services for business? What are some alternatives? How expensive would they be? Also, what are some challenges that might affect the growth of VoIP services?",0.6530893445014954,0.2,"[
  (""explore"", ""internet_phone_services"", ""best internet phone services""),
  (""compare"", ""internet_phone_services"", ""cheapest internet phone services""),
  (""get_info"", ""internet_phone_services"", ""providers of VOIP internet phone services""),
  (""learn"", ""internet_phone_services"", ""features that great VOIP services have""),
  (""get_info"", ""internet_phone_services"", ""providers that offer free calls from the US to some European countries""),
  (""evaluate"", ""internet_phone_services"", ""expert reviews about VOIP providers"")
]","[
  (""analyze"", ""VoIP services"", ""challenges and drawbacks""),
  (""explore"", ""VoIP services"", ""alternatives""),
  (""compare"", ""VoIP services"", ""cost""),
  (""analyze"", ""VoIP services"", ""growth challenges"")
]",0.8,1.0,0.5,0.6
15,"In your attempt to get fit, you are looking for information on what possibilities (types of physical exercises, diets, etc...) will help you achieve your fitness goal. Find web pages about different weight loss possibilities.",What are the applications of artificial intelligence (AI) in health and nutrition? Are there examples? Are these real world applications or still experimental? Have AI systems helped or harmed patient outcomes? How have researchers and tech companies developed these AI systems? And how do AI technologies help patients and providers to monitor food consumption or improve diets?,0.25115883350372314,0.0,"[
  (""explore"", ""fitness"", ""physical exercises""),
  (""explore"", ""fitness"", ""diets""),
  (""get_info"", ""weight_loss"", ""possibilities"")
]","[
  (""learn"", ""health_and_nutrition"", ""applications of artificial intelligence""),
  (""get_info"", ""health_and_nutrition"", ""examples of AI applications""),
  (""analyze"", ""health_and_nutrition"", ""real world vs experimental applications of AI""),
  (""analyze"", ""health_and_nutrition"", ""impact of AI on patient outcomes""),
  (""explore"", ""health_and_nutrition"", ""development of AI systems by researchers and tech companies""),
  (""analyze"", ""health_and_nutrition"", ""how AI technologies assist in monitoring food consumption and improving diets"")
]",0.5,0.6,0.5,0.7
16,A friend has been complaining for months that she is unhappy with her life. She has also mentioned that she can't easily sleep at nights. You think that she may be suffering from depression. You want to understand if this is the case and how you could assist her in getting some help from medical professionals.,"You can treat your insomnia in many ways, and you may be interested in non-pharmacological treatments. In this context, we will provide an introduction to cognitive behavioral therapy for insomnia (CBT-I), including what it is, how it works, and why it works. We will also recommend some resources to guide your treatment, such as books or websites, so that you can learn more about it. If you want to try CBT-I, please note some other things that you will probably be interested in during your CBT-I experience. For those who choose drugs, there are several recommended drugs for treating insomnia. This post will introduce those recommended drugs and relevant knowledge about them.",0.3488130569458008,0.2,"[
  (""analyze"", ""symptom"", ""depression""),
  (""learn"", ""treatment_method"", ""assistance from medical professionals"")
]","[
  (""learn"", ""treatment_method"", ""cognitive behavioral therapy for insomnia (CBT-I)""),
  (""get_info"", ""treatment_method"", ""non-pharmacological treatments for insomnia""),
  (""get_info"", ""treatment_method"", ""recommended drugs for treating insomnia""),
  (""explore"", ""resource"", ""books or websites for CBT-I""),
  (""analyze"", ""treatment_method"", ""how CBT-I works""),
  (""analyze"", ""treatment_method"", ""why CBT-I works"")
]",0.8,0.8,0.5,0.6
17,Pseudocyesis is the appearance of clinical and/or subclinical signs and symptoms associated with pregnancy when the organism is not actually pregnant. What are the recent advances in understanding the causes of this disorder?,"For the past two years I have been experiencing rapid eye movement sleep disorder (RBD). I don't have an explanation for why it might be happening and I do not know what can be done about it. To solve this problem I will use the WebMD article to describe RBD, in particular its symptoms, diagnosis, and treatment plan. Additionally, I will consider the information about the causes of RBD listed in one other source. Then, I will look at the WebMD page on the relationship between RBD and Parkinson's disease to give a detailed description of both their relationship and risk factors.",0.12909862399101257,0.0,"[
  (""learn"", ""medical_condition"", ""pseudocyesis""),
  (""analyze"", ""medical_condition"", ""causes of pseudocyesis""),
  (""get_info"", ""medical_condition"", ""recent advances in understanding pseudocyesis"")
]","1. (""learn"", ""symptom"", ""rapid eye movement sleep disorder (RBD)"")
2. (""learn"", ""diagnosis"", ""rapid eye movement sleep disorder (RBD)"")
3. (""learn"", ""treatment plan"", ""rapid eye movement sleep disorder (RBD)"")
4. (""explore"", ""causes"", ""rapid eye movement sleep disorder (RBD)"")
5. (""learn"", ""relationship"", ""rapid eye movement sleep disorder (RBD) and Parkinson's disease"")
6. (""analyze"", ""risk factors"", ""rapid eye movement sleep disorder (RBD) and Parkinson's disease"")",0.8,0.8,0.5,0.6
18,You are planning a winter vacation to the Pocono Mountains region in Pennsylvania in the US. Where will you stay? What will you do while there? How will you get there?,"You're planning a vacation to the Pocono Mountains and want to find the best place to stay for skiing and other winter sports. As you'd prefer to rent rather than buy a property, you're hoping to find tips on finding a vacation rental for your trip. You want information about what kind of things you'll be able to do while staying at your vacation rental, in particular what type of skiing you'll be able to do, and whether it's more beginner-oriented or suitable for advanced skiers. Finally, you're interested in how much a ski trip at these mountains costs, how to get there, what the weather will be like when you go, what sorts of housing options are available, and other kinds of interesting details.",0.5783294439315796,0.8,"[
  (""plan"", ""travel"", ""winter vacation to the Pocono Mountains""),
  (""get_info"", ""accommodation"", ""places to stay in the Pocono Mountains""),
  (""explore"", ""activities"", ""things to do in the Pocono Mountains""),
  (""get_info"", ""transportation"", ""ways to get to the Pocono Mountains"")
]","1. (""plan"", ""travel"", ""Pocono Mountains"")
2. (""explore"", ""accommodation"", ""vacation rental"")
3. (""learn"", ""activity"", ""winter sports"")
4. (""analyze"", ""skiing"", ""beginner-oriented"")
5. (""analyze"", ""skiing"", ""advanced skiers"")
6. (""get_info"", ""cost"", ""ski trip"")
7. (""get_info"", ""travel"", ""how to get there"")
8. (""get_info"", ""weather"", ""weather forecast"")
9. (""explore"", ""housing options"", ""available options"")
10. (""get_info"", ""details"", ""interesting details"")",0.8,0.8,0.5,0.7
19,"You have decided that you want to reduce the use of air conditioning in your house. You've thought that if you could protect the roof being overly hot due to sun exposure, you could keep the house temperature low without the excessive use of air conditioning. Find information of whether this is possible and how it could be done.","A high-efficiency HVAC contractor for the residential market in CA wants to know if the customer would be eligible for any rebates or tax deductions based on the kind of installation (such as for a heat pump, air handler, AC unit). The customer lives in an area with a hot and dry summer, low humidity, no wind, no frost days, and some fog. Is this customer eligible for rebates or tax deductions?",0.22887201607227325,0.1,"[
  (""learn"", ""energy_efficiency"", ""reducing air conditioning use""),
  (""explore"", ""roof_protection_methods"", ""keeping house temperature low""),
  (""get_info"", ""roof_insulation"", ""options for sun exposure protection"")
]","1. (""learn"", ""rebate_policy"", ""eligibility for HVAC rebates or tax deductions"")
2. (""target"", ""installation_type"", ""heat pump"")
3. (""target"", ""installation_type"", ""air handler"")
4. (""target"", ""installation_type"", ""AC unit"")
5. (""target"", ""customer_location"", ""California"")
6. (""target"", ""customer_conditions"", ""hot and dry summer, low humidity, no wind, no frost days, some fog"")",0.8,0.6,0.5,0.7
