Unnamed: 0,prompts,reconstructed_prompt,sbert_similarity,llm_judge_similarity,original_prompt_triplets,reconstructed_prompt_triplets,obels_functional_equivalence,obels_domain_type_equivalence,obels_semantic_equivalence,obels_entity_granularity_tolerance
10,"The research objective was identification of U.S. aid workers infected with ebola as a result of providing medical assistance in West Africa. This encompassed identities and circumstances of medical evacuees, aid workers who returned home before showing symptoms, and protocols for treating them. Relevant information includes identities of U.S. medical aid workers infected in West Africa and the evolving evacuation and treatment protocols of the U.S. healthcare system. U.S. healthcare professionals who contracted ebola in the U.S. and non-U.S. persons are not relevant.",How will the COVID-19 pandemic affect the US military?,0.28460225462913513,0.0,"[
  (""learn"", ""healthcare"", ""U.S. aid workers infected with ebola""),
  (""analyze"", ""healthcare"", ""evacuation and treatment protocols of the U.S. healthcare system""),
  (""get_info"", ""healthcare"", ""identities of U.S. medical aid workers infected in West Africa"")
]","[
  (""analyze"", ""event"", ""COVID-19 pandemic""),
  (""target"", ""entity"", ""US military"")
]",0.5,0.5,0.3,0.4
11,"Is there a natural immunity to Ebola? Is there a natural occurring immunity to the Ebola virus? The searches looked to find if some people are born with an immunity. Is immunity acquired after having the Ebola virus? Do some people have a natural immunity, if so why, who are they, where are they from. Also, can the body’s immune system be used to cure or prevent Ebola?",How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles? How many people have died from measles?,0.16595621407032013,0.0,"[
    (""learn"", ""health"", ""natural immunity to Ebola""),
    (""analyze"", ""health"", ""acquired immunity after having Ebola virus""),
    (""explore"", ""health"", ""people with natural immunity to Ebola""),
    (""analyze"", ""health"", ""body’s immune system in relation to Ebola prevention and cure"")
]","[  
  (""get_info"", ""symptom"", ""measles"")  
]",0.0,0.0,0.0,0.0
12,"Find info on Dr. Steven Hatch, an American medical doctor working in Africa. His professional and personal background is relevant. His assignment in Africa and activities there are relevant. His training and preparation for coming to Africa and working with ebola patients is relevant. His motivation for working with ebola patients and his thoughts and attitude regarding the work are all relevant.","You are given a list of domains visited by a web agent during a browsing session. Your task is to reconstruct the most plausible **original user prompt** that would have caused the agent to visit these domains. This prompt should reflect the likely information need or task of the user, as inferred from the domains.",0.16145974397659302,0.0,"[
  (""get_info"", ""person"", ""Dr. Steven Hatch""),
  (""learn"", ""medical_background"", ""professional and personal background""),
  (""explore"", ""assignment"", ""activities in Africa""),
  (""analyze"", ""training"", ""preparation for working with ebola patients""),
  (""analyze"", ""motivation"", ""thoughts and attitude regarding work with ebola patients"")
]","Sure! Please provide the list of domains visited by the web agent during the browsing session, and I will reconstruct the most plausible original user prompt in the form of semantic triplets.",0.0,0.0,0.0,0.0
13,"What influence has the popularity of T.B. Joshua and his SCOAN ministry had on the spread of EVD in Nigeria? Information regarding T.B. Joshua's claims of healing powers and any events drawing international followers to his Synagogue Church of All Nations in Lagos, Nigeria is relevant. Relevant information includes government efforts to prevent foreign visitors to SCOAN during the Ebola crisis, including Joshua's compliance or lack of compliance, and any real or rumored EVD victims attending at SCOAN events. Information pertaining only to the prevention and/or spread of EVD in regards to Joshua and SCOAN are relevant. The collapse of a SCOAN building or his televangelist network are not relevant.","You are a nurse in Nigeria. You are trying to understand the effects of the COVID-19 pandemic on religion in Nigeria. You want to know how religious leaders and institutions are responding to the pandemic, how people are interpreting the pandemic through religious lenses, and how the pandemic is affecting religious practice. You want to know if religious leaders are using their influence to promote public health measures, such as vaccination, and if they are promoting religious rituals that may help prevent the spread of the virus. You want to know if the pandemic is changing the way people think about religion and health, and if it is changing the way religious leaders think about their role in promoting public health.",0.4676193296909332,0.1,"1. (""analyze"", ""influence"", ""T.B. Joshua and SCOAN ministry on EVD spread in Nigeria"")
2. (""get_info"", ""claims"", ""T.B. Joshua's healing powers"")
3. (""get_info"", ""events"", ""international followers to SCOAN in Lagos, Nigeria"")
4. (""get_info"", ""government efforts"", ""prevent foreign visitors to SCOAN during Ebola crisis"")
5. (""get_info"", ""compliance"", ""T.B. Joshua's compliance during Ebola crisis"")
6. (""get_info"", ""EVD victims"", ""real or rumored EVD victims attending SCOAN events"")
7. (""get_info"", ""prevention"", ""EVD in regards to T.B. Joshua and SCOAN"")","1. (""analyze"", ""impact"", ""COVID-19 pandemic on religion in Nigeria"")
2. (""learn"", ""response"", ""religious leaders and institutions to COVID-19"")
3. (""analyze"", ""interpretation"", ""people's views on COVID-19 through religious lenses"")
4. (""analyze"", ""practice"", ""effects of COVID-19 on religious practice"")
5. (""learn"", ""influence"", ""religious leaders promoting public health measures"")
6. (""analyze"", ""rituals"", ""religious practices that may help prevent virus spread"")
7. (""analyze"", ""perception"", ""changes in people's views on religion and health due to COVID-19"")
8. (""analyze"", ""role"", ""changes in religious leaders' perspectives on promoting public health"")",0.8,0.8,0.6,0.7
14,"Who is Maurice Iwu? Any information about Maurice Iwu, a Nigerian doctor who claimed the bitter kola nut could be a potential cure for Ebola, is relevant. Specifically, any information about his research into bitter kola, his efforts to bring the treatment to market, his family, and his professional background is relevant.",You want to know the price of malaria drugs in Nigeria. You want to know the names of the drugs.,0.36440223455429077,0.0,"[
  (""get_info"", ""person"", ""Maurice Iwu""),
  (""learn"", ""research"", ""bitter kola""),
  (""explore"", ""treatment"", ""Ebola""),
  (""analyze"", ""market"", ""bitter kola treatment""),
  (""get_info"", ""family"", ""Maurice Iwu""),
  (""get_info"", ""professional background"", ""Maurice Iwu"")
]","[
  (""get_info"", ""pharmaceutical"", ""malaria drugs""),
  (""target"", ""pharmaceutical"", ""Nigeria""),
  (""get_info"", ""pharmaceutical"", ""names of malaria drugs"")
]",0.5,0.8,0.4,0.6
15,"How and when was Sierra Leone's first confirmed Ebola case discovered at the Kenema Government District Hospital? Information regarding Sierra Leone's first confirmed EVD patient at KDGH and the source of this patient's infection is relevant. How the emergence of EVD in Kenema impacted the hospital, its staff, its Lassa Fever Treatment Center and its ability to care for subsequent EVD patients is relevant. Information pertaining only to the Kenema area and KDGH conditions, patients, staff and associates is relevant. Conditions at other Sierra Leone hospitals are not relevant,","You are interested in learning more about the Ebola virus. You would like to know what it is, how it is transmitted, and what symptoms it causes. You would also like to know how to protect yourself from infection.",0.5384780764579773,0.0,"[
  (""learn"", ""event"", ""Sierra Leone's first confirmed Ebola case""),
  (""get_info"", ""hospital"", ""Kenema Government District Hospital""),
  (""analyze"", ""impact"", ""emergence of EVD in Kenema""),
  (""get_info"", ""patient"", ""first confirmed EVD patient at KDGH""),
  (""get_info"", ""source"", ""source of this patient's infection""),
  (""analyze"", ""hospital_conditions"", ""impact on hospital staff and Lassa Fever Treatment Center""),
  (""get_info"", ""location"", ""Kenema area""),
  (""get_info"", ""hospital_conditions"", ""conditions at KDGH"")
]","[
  (""learn"", ""virus"", ""Ebola virus""),
  (""learn"", ""transmission"", ""Ebola virus""),
  (""learn"", ""symptoms"", ""Ebola virus""),
  (""learn"", ""prevention"", ""Ebola virus"")
]",0.5,0.5,0.5,0.6
16,"What roles can robots and software play in the diagnosis and treatment of Ebola? Given that health care workers are at the highest risk of contracting Ebola while treating infected patients, what software, electronic, and mechanical devices are currently available and can be developed and used in the field. The goal is to make diagnosis and treatment as """"hands off"""" as possible, to mitigate the risk as much as possible. A number of viable robots already exist, and are used for various purposes, including disinfecting, decontaminating, handling waste, consulting between patients and doctors around the world. Government, private industry, and robotics scientists across the country are working together to adapt and implement these technologies to work in the field of medicine and the challenging conditions in West Africa.",How can you improve the medical and clinical trials system in the United States? What are the main challenges and how can they be overcome? What are the most important aspects of the medical and clinical trials system in the United States? How can the system be improved and what are the most important challenges that need to be overcome?,0.33238092064857483,0.0,"[
  (""explore"", ""technology"", ""roles of robots and software in Ebola diagnosis and treatment""),
  (""get_info"", ""healthcare"", ""current software and devices for Ebola treatment""),
  (""analyze"", ""healthcare"", ""risks for healthcare workers treating Ebola""),
  (""summarize"", ""technology"", ""viable robots used in medical applications""),
  (""plan"", ""technology"", ""development of robots for hands-off diagnosis and treatment""),
  (""evaluate"", ""collaboration"", ""efforts of government, private industry, and robotics scientists in medicine"")
]","[
  (""analyze"", ""medical_trials_system"", ""United States""),
  (""explore"", ""medical_trials_system"", ""challenges""),
  (""learn"", ""medical_trials_system"", ""improvement_aspects""),
  (""evaluate"", ""medical_trials_system"", ""important_challenges"")
]",0.2,0.2,0.0,0.0
17,"Find mentions of attacks on people, vehicles or facilities in Africa that provide education or medical aid regarding ebola. A general statement concerning attacks is relevant. The attack must be physical, not just a threat or angry words. Identification or description of who or what was attacked is relevant. Descriptions of the attackers and motives for the attacks are relevant. Attacks on clinics, burial teams, medical personnel, and educational teams are relevant. Robbery and theft of medical supplies or blood samples is relevant. People raiding and looting a health center is relevant, but people storming a center to get treatment is NOT relevant. Attacks on security personnel or police are NOT relevant. Trying to break out of quarantine is NOT relevant. Precautions against or fear of possible attacks are NOT relevant. Remembrance of a person killed is NOT relevant unless the circumstance of the attack is described. Attacks by animal rights activists in connection with the fate of a dog belonging to an ebola victim is NOT relevant. Mere hindering or disruption of work is not an attack, and therefore NOT relevant.",What are the most common causes of the outbreak of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What are the most common causes of war? What,0.261356920003891,0.0,"1. (""get_info"", ""attack"", ""people in Africa providing education or medical aid regarding ebola"")
2. (""get_info"", ""attack"", ""vehicles in Africa providing education or medical aid regarding ebola"")
3. (""get_info"", ""attack"", ""facilities in Africa providing education or medical aid regarding ebola"")
4. (""get_info"", ""attack"", ""clinics in Africa providing education or medical aid regarding ebola"")
5. (""get_info"", ""attack"", ""burial teams in Africa related to ebola"")
6. (""get_info"", ""attack"", ""medical personnel in Africa related to ebola"")
7. (""get_info"", ""attack"", ""educational teams in Africa related to ebola"")
8. (""get_info"", ""attack"", ""robbery of medical supplies in Africa related to ebola"")
9. (""get_info"", ""attack"", ""theft of blood samples in Africa related to ebola"")
10. (""get_info"", ""attack"", ""health centers in Africa related to ebola"")","[
  (""learn"", ""event"", ""outbreak of war""),
  (""learn"", ""event"", ""causes of war"")
]",0.2,0.2,0.0,0.0
18,"Who is Pauline Cafferkey? Biographical information about Pauline Cafferkey, the British nurse who contracted Ebola while volunteering in West Africa, is pertinent. Of interest is who she knows, where she lives, where she works, what her profession is, and who her family is. Mention of her tangentially in articles about other Ebola cases is not relevant. A comedian's jokes about her are not relevant. A caption identifying her from """"a Cafferkey family photo"""" is not relevant. Relevancy was judged based on the specificity of the information. In the Contacts sub-topic, relevancy also was based on the likelihood that the individual knew Cafferkey directly. In all sub-topics,documents that did not mention Cafferkey by name were judged as marginally relevant or relevant.",You want to know what has been happening in the world of COVID-19. What is the latest news on this virus?,0.27184242010116577,0.0,"1. (""learn"", ""biography"", ""Pauline Cafferkey"")
2. (""get_info"", ""profession"", ""nurse"")
3. (""get_info"", ""location"", ""West Africa"")
4. (""get_info"", ""health_condition"", ""Ebola"")
5. (""get_info"", ""family"", ""Cafferkey family"")
6. (""get_info"", ""contacts"", ""individuals who know Cafferkey"")","[
  (""learn"", ""health"", ""COVID-19""),
  (""get_info"", ""news"", ""latest developments"")
]",0.8,0.5,0.4,0.6
19,"How was Ebola medical waste handled? The Ebola virus was very contagious, and this fairly large outbreak created a lot of medical waste. How was all this medical waste handled? What were the dangers of this medical waste? What were the costs involved in handling the waste and disposing of it? How was this medical waste contained? And how was all this medical waste disposed of, what methods were used in various parts of the world, the USA, Africa, Europe?","You are looking for information on the medical waste management. You want to know how to properly handle medical waste, what types of waste are considered medical, and how to dispose of them.",0.49034541845321655,0.4,"[
  (""learn"", ""medical_waste_management"", ""Ebola outbreak""),
  (""analyze"", ""medical_waste_management"", ""dangers of Ebola medical waste""),
  (""analyze"", ""medical_waste_management"", ""costs of handling Ebola medical waste""),
  (""explore"", ""medical_waste_management"", ""methods of containing Ebola medical waste""),
  (""explore"", ""medical_waste_management"", ""disposal methods for Ebola medical waste""),
  (""compare"", ""medical_waste_management"", ""disposal methods in USA""),
  (""compare"", ""medical_waste_management"", ""disposal methods in Africa""),
  (""compare"", ""medical_waste_management"", ""disposal methods in Europe"")
]","[
  (""learn"", ""medical waste management"", ""proper handling of medical waste""),
  (""learn"", ""medical waste management"", ""types of medical waste""),
  (""learn"", ""medical waste management"", ""disposal methods for medical waste"")
]",0.8,1.0,0.5,0.6
