Unnamed: 0,prompts,reconstructed_prompt,sbert_similarity,llm_judge_similarity,original_prompt_triplets,reconstructed_prompt_triplets,obels_functional_equivalence,obels_domain_type_equivalence,obels_semantic_equivalence,obels_entity_granularity_tolerance
10,"You want to know how a .csv file can be imported in excel. You need to import a .csv file in Excel, but you don't know that data type, and have no idea how to open it in Excel. Especially Excel help pages from Microsoft on this topic are relevant, but dedicated videos or tutorials are also fine.",How do I use Excel to create a table that lists all the domains a web agent visited during a browsing session?,0.2975793778896332,0.1,"[
  (""learn"", ""data_import"", "".csv file""),
  (""get_info"", ""software_help"", ""Excel""),
  (""explore"", ""tutorial"", ""Excel .csv import"")
]","[
  (""learn"", ""Excel"", ""create a table""),
  (""analyze"", ""web activity"", ""domains visited during a browsing session"")
]",0.8,0.6,0.5,0.7
11,"You want to find the phone number of the 'Vom Fass'-shop in Ghent? You want to make an order in the Vom Fass shop in Ghent, by phone. Even though you are interested in general information about the shop, you are in the first place looking for contact details, and more specifically their phone number.",You want to know what kind of food you can buy at Vom Fass. You are looking for a shop that sells food.,0.5064184665679932,0.1,"[
  (""get_info"", ""shop"", ""Vom Fass""),
  (""get_info"", ""contact_details"", ""phone number""),
  (""plan"", ""order"", ""Vom Fass shop in Ghent"")
]","[
  (""explore"", ""cuisine"", ""food at Vom Fass""),
  (""target"", ""shop"", ""food"")
]",0.8,0.8,0.6,0.7
12,"You want to know what a BMW C1 motorcycle looks like. You read that the BMW C1 would be a special case, as a motorcycle, so you wonder what it looks like, that's all.",You want to buy a used motorcycle. You are looking for information on how to paint a motorcycle. You are looking for information on how to get a motorcycle to be a good color. You want to know how to find a good color for your motorcycle. You are looking for information on how to buy a motorcycle that is a good color. You are looking for information on how to get a good price for a used motorcycle.,0.33858969807624817,0.1,"[
  (""learn"", ""motorcycle"", ""BMW C1""),
  (""get_info"", ""motorcycle"", ""appearance"")
]","1. (""decide"", ""motorcycle"", ""used motorcycle"")
2. (""learn"", ""cooking_method"", ""how to paint a motorcycle"")
3. (""learn"", ""color_selection"", ""how to find a good color for your motorcycle"")
4. (""learn"", ""color_selection"", ""how to get a motorcycle to be a good color"")
5. (""learn"", ""motorcycle"", ""how to buy a motorcycle that is a good color"")
6. (""learn"", ""pricing"", ""how to get a good price for a used motorcycle"")",0.8,1.0,0.5,0.6
13,"You want to buy a tuning fork. You want to buy a tuning fork for tuning your violin (and more specifically, the actual, old-fashioned device, not an online or digital tool). Since you are looking for a musical tuning fork, everything that is related to testing your hearing, is not relevant. Especially online webshops that have tuning forks for sale are important.",You are looking for a new violin. You want to know more about the best violins for beginners. You want to know what is the best violin for a beginner. You want to know what kind of violin is best for a beginner. You want to know what is the best violin for a beginner to learn on. You want to know what kind of violin is best for a beginner to learn on. You want to know what is the best violin for a beginner to buy. You want to know what kind of violin is best for a beginner to buy. You want to know what is the best violin for a beginner to start with. You want to know what kind of violin is best for a beginner to start with. You want to know what is the best violin for a beginner to use. You want to know what kind of violin is best for a beginner to use. You want to know what is the best violin for a beginner to get. You want to know what kind of violin is best for a beginner to get. You want to know what is the best violin for a beginner to learn on. You want to know what kind of violin is best for a beginner to learn on. You want to know what is the best violin for a beginner to buy. You,0.26434335112571716,0.0,"[
  (""decide"", ""musical_instrument"", ""tuning fork""),
  (""target"", ""musical_instrument"", ""violin""),
  (""explore"", ""online_shop"", ""tuning fork""),
  (""analyze"", ""product_type"", ""old-fashioned tuning fork""),
  (""get_info"", ""hearing_test"", ""tuning fork"")
]","[
  (""learn"", ""musical_instrument"", ""best violins for beginners""),
  (""get_info"", ""musical_instrument"", ""best violin for a beginner""),
  (""get_info"", ""musical_instrument"", ""kind of violin best for a beginner""),
  (""get_info"", ""musical_instrument"", ""best violin for a beginner to learn on""),
  (""get_info"", ""musical_instrument"", ""kind of violin best for a beginner to learn on""),
  (""get_info"", ""musical_instrument"", ""best violin for a beginner to buy""),
  (""get_info"", ""musical_instrument"", ""kind of violin best for a beginner to buy""),
  (""get_info"", ""musical_instrument"", ""best violin for a beginner to start with""),
  (""get_info"", ""musical_instrument"", ""kind of violin best for a beginner to start with""),
  (""get_info"", ""musical_instrument"", ""best violin for a beginner to use""),
  (""get_info"", ""musical_instrument"", ""kind of violin best for a beginner to use""),
  (""get_info"", ""musical_instrument"", ""best violin for a beginner to get""),
  (""get_info"", ""musical_instrument"", ""kind of violin best for a beginner to get""),
  (""get_info"", ""musical_instrument"", ""best violin for a beginner to learn on""),
  (""get_info"", ""musical_instrument"", ""kind of violin best for a beginner to learn on""),
  (""get_info"", ""musical_instrument"", ""best violin for a beginner to buy"")
]",0.5,1.0,0.4,0.6
14,"You would like to know how a Dewar flask works. In fact, you want to get to know the physical principles behind a Thermos vacuum flask.","How to make a thermos, or vacuum flask, at home. How to make a vacuum flask at home. How to make a vacuum flask with a plastic bottle. How to make a vacuum flask from a plastic bottle. How to make a vacuum flask with a glass bottle. How to make a vacuum flask from a glass bottle. How to make a vacuum flask at home with a glass bottle. How to make a vacuum flask at home with a plastic bottle. How to make a vacuum flask from a plastic bottle at home. How to make a vacuum flask from a glass bottle at home.",0.5085344314575195,0.1,"[
  (""learn"", ""physical_principles"", ""Dewar flask""),
  (""learn"", ""physical_principles"", ""Thermos vacuum flask"")
]","[
  (""plan"", ""cooking_method"", ""thermos""),
  (""plan"", ""cooking_method"", ""vacuum flask""),
  (""plan"", ""cooking_method"", ""vacuum flask with a plastic bottle""),
  (""plan"", ""cooking_method"", ""vacuum flask from a plastic bottle""),
  (""plan"", ""cooking_method"", ""vacuum flask with a glass bottle""),
  (""plan"", ""cooking_method"", ""vacuum flask from a glass bottle""),
  (""plan"", ""cooking_method"", ""vacuum flask at home with a glass bottle""),
  (""plan"", ""cooking_method"", ""vacuum flask at home with a plastic bottle""),
  (""plan"", ""cooking_method"", ""vacuum flask from a plastic bottle at home""),
  (""plan"", ""cooking_method"", ""vacuum flask from a glass bottle at home"")
]",0.5,0.8,0.7,0.9
15,"You want to know what this acronym stands for. In your electronics textbook, you found the term ROADM, without further explanation. You want to know what the acronym stands for. Results that provide the answer and deal with the right context (=electronics) are the most relevant ones.",What is the fastest data transmission technology in the world? How fast is it? What is the current fastest data transmission technology?,0.16666023433208466,0.0,"[
  (""get_info"", ""electronics"", ""ROADM""),
  (""target"", ""electronics"", ""acronym meaning"")
]","[
  (""learn"", ""data_transmission_technology"", ""fastest data transmission technology""),
  (""get_info"", ""data_transmission_technology"", ""speed of fastest data transmission technology""),
  (""get_info"", ""data_transmission_technology"", ""current fastest data transmission technology"")
]",0.8,0.8,0.5,0.6
16,"You want to buy a used kindle. You want to buy a second hande e-reader, and you heard the Amazon Kindle would be the best. General information about the Kindle is interesting for making you choice, but you are mostly looking for specific offers of Kindles on shopping sites.",You are looking for information about e-readers. You want to know which e-reader is the best. You are not looking for information about other types of devices. You are looking for information about e-readers that can be purchased. You are looking for information about e-readers that are available for purchase. You are looking for information about e-readers that are available to buy. You are looking for information about e-readers that you can buy. You are looking for information about e-readers that you can purchase. You are looking for information about e-readers that are for sale. You are looking for information about e-readers that are available to purchase. You are looking for information about e-readers that you can buy right now. You are looking for information about e-readers that you can buy today. You are looking for information about e-readers that are available to buy right now. You are looking for information about e-readers that you can buy right now. You are looking for information about e-readers that are available to buy today. You are looking for information about e-readers that you can buy today. You are looking for information about e-readers that are available to buy right now.,0.5149876475334167,0.5,"[
  (""decide"", ""e-reader"", ""Amazon Kindle""),
  (""get_info"", ""e-reader"", ""Kindle""),
  (""explore"", ""shopping_site"", ""offers for used Kindles"")
]","1. (""get_info"", ""device"", ""e-reader"")
2. (""compare"", ""device"", ""e-reader"") 
3. (""target"", ""device"", ""e-reader available for purchase"")
4. (""target"", ""device"", ""e-reader for sale"")
5. (""target"", ""device"", ""e-reader available to buy"")
6. (""target"", ""device"", ""e-reader you can buy"")
7. (""target"", ""device"", ""e-reader you can purchase"")
8. (""target"", ""device"", ""e-reader available to buy right now"")
9. (""target"", ""device"", ""e-reader you can buy today"")",0.8,1.0,0.7,0.9
17,"You want to buy the book with that title, written by Jurasky (the 2008 edition). For your job, you need this book, and your boss is willing to pay. Therefore, you are looking for a convenient online offer. Since you are going to study the book, all related digital content, is welcome, too. You are however not interested in reviews, because you already know that book is top.Since you are going to study the book, all related digital content, is welcome, too. You are however not interested in reviews, because you already know that book is top.",You want to buy a guitar. You are looking for information on how to buy a guitar. You are looking for information on how to buy a guitar. You want to buy a guitar. You are looking for information on how to buy a guitar. You are looking for information on how to buy a guitar. You want to buy a guitar. You are looking for information on how to buy a guitar. You are looking for information on how to buy a guitar. You want to buy a guitar. You are looking for information on how to buy a guitar. You are looking for information on how to buy a guitar. You want to buy a guitar. You are looking for information on how to buy a guitar. You are looking for information on how to buy a guitar. You want to buy a guitar. You are looking for information on how to buy a guitar. You are looking for information on how to buy a guitar. You want to buy a guitar. You are looking for information on how to buy a guitar. You are looking for information on how to buy a guitar. You want to buy a guitar. You are looking for information on how to buy a guitar. You are looking for information on how to buy a guitar. You want to buy a guitar. You,0.07695719599723816,0.0,"1. (""book"", ""book"", ""book by Jurasky 2008 edition"")
2. (""explore"", ""online_offer"", ""convenient online offer for the book"")
3. (""get_info"", ""digital_content"", ""related digital content for the book"")","[
  (""decide"", ""purchase"", ""guitar""),
  (""get_info"", ""purchase_process"", ""guitar"")
]",0.2,0.2,0.0,0.0
18,"You want to buy a lounge chair by eames. Your boyfriend would like to have an Eames lounch chair, so you want to find one online. First of all, you are looking for shopping sites that have them for sale. Since you don't know much about it, related information (e.g., pictures) is also welcome.","You are looking for information on the Eames Lounge Chair. You want to know what the chair looks like, how it was designed, and what it costs. You would also like to know where you can buy one.",0.7623507976531982,0.8,"1. (""explore"", ""shopping_site"", ""Eames lounge chair"")
2. (""get_info"", ""Eames lounge chair"", ""pictures"")","1. (""get_info"", ""furniture"", ""Eames Lounge Chair"")
2. (""learn"", ""design"", ""Eames Lounge Chair"")
3. (""get_info"", ""price"", ""Eames Lounge Chair"")
4. (""explore"", ""retail"", ""Eames Lounge Chair"")",1.0,0.8,1.0,1.0
19,"You are looking for a sound file or video of one of Chopin's ballades, interpreted by Zimerman. You want to play one of Chopin's ballades, and in order to choose one, you want to listem to them first. Most relevant are interpretations of the ballades by Zimerman, as you heard he is a great Chopin interpreter. You don't want to pay for it, and you are not looking for scores either.",How can you get a record deal? How can you make a record deal? What is a record deal? How to get a record deal?,0.12485963851213455,0.0,"[
  (""explore"", ""music"", ""Chopin's ballades interpreted by Zimerman""),
  (""decide"", ""music"", ""Chopin's ballades""),
  (""get_info"", ""music"", ""sound file or video of Chopin's ballades"")
]","[
  (""learn"", ""music industry"", ""record deal""),
  (""explore"", ""music industry"", ""record deal""),
  (""get_info"", ""music industry"", ""record deal""),
  (""plan"", ""music industry"", ""record deal"")
]",0.8,0.8,0.5,0.6
