Unnamed: 0,prompts,reconstructed_prompt,sbert_similarity,llm_judge_similarity,original_prompt_triplets,reconstructed_prompt_triplets,obels_functional_equivalence,obels_domain_type_equivalence,obels_semantic_equivalence,obels_entity_granularity_tolerance
10,"You want to know how a .csv file can be imported in excel. You need to import a .csv file in Excel, but you don't know that data type, and have no idea how to open it in Excel. Especially Excel help pages from Microsoft on this topic are relevant, but dedicated videos or tutorials are also fine.",You are looking for information on how to connect Excel to other databases or data sources. You want to know how to import data from other sources into Excel or how to link Excel to other systems.,0.6971008777618408,0.3,"[
  (""learn"", ""data_import"", "".csv file""),
  (""get_info"", ""Excel_help"", ""importing .csv files""),
  (""explore"", ""tutorials"", ""importing .csv files in Excel"")
]","[
  (""learn"", ""data_integration"", ""connecting Excel to databases""),
  (""learn"", ""data_integration"", ""importing data into Excel""),
  (""learn"", ""data_integration"", ""linking Excel to other systems"")
]",0.8,0.8,0.5,0.7
11,"You want to find the phone number of the 'Vom Fass'-shop in Ghent? You want to make an order in the Vom Fass shop in Ghent, by phone. Even though you are interested in general information about the shop, you are in the first place looking for contact details, and more specifically their phone number.",You are looking for a whisky. You would like to know which distilleries are most likely to produce a whisky that you would like.,0.13933777809143066,0.0,"[
  (""get_info"", ""shop"", ""Vom Fass shop in Ghent""),
  (""target"", ""contact_detail"", ""phone number of Vom Fass shop in Ghent""),
  (""plan"", ""order"", ""Vom Fass shop in Ghent"")
]","[
  (""explore"", ""whisky"", ""distilleries""),
  (""target"", ""whisky"", ""preferences"")
]",0.5,0.2,0.3,0.4
12,"You want to know what a BMW C1 motorcycle looks like. You read that the BMW C1 would be a special case, as a motorcycle, so you wonder what it looks like, that's all.","You are looking for information about the BMW R 5. You want to know what it is, how it works, and what it looks like. You want to know if it is a good bike to buy, and what the price is.",0.5247634649276733,0.2,"[  
  (""learn"", ""motorcycle"", ""BMW C1""),  
  (""get_info"", ""motorcycle"", ""appearance"")  
]  ","[
  (""get_info"", ""motorcycle"", ""BMW R 5""),
  (""analyze"", ""motorcycle"", ""BMW R 5""),
  (""evaluate"", ""motorcycle"", ""BMW R 5""),
  (""get_info"", ""price"", ""BMW R 5"")
]",0.8,1.0,0.5,0.6
13,"You want to buy a tuning fork. You want to buy a tuning fork for tuning your violin (and more specifically, the actual, old-fashioned device, not an online or digital tool). Since you are looking for a musical tuning fork, everything that is related to testing your hearing, is not relevant. Especially online webshops that have tuning forks for sale are important.",You want to know the most popular and best-selling music instruments.,0.42654237151145935,0.1,"1. (""decide"", ""musical instrument"", ""tuning fork"")
2. (""plan"", ""purchase"", ""tuning fork"")
3. (""get_info"", ""webshop"", ""tuning fork"")
4. (""target"", ""musical instrument"", ""violin"")","[
  (""learn"", ""music_instruments"", ""popular and best-selling"")
]",0.5,0.8,0.5,0.6
14,"You would like to know how a Dewar flask works. In fact, you want to get to know the physical principles behind a Thermos vacuum flask.","You want to know what are the most popular bottle sizes and shapes that consumers prefer. You are interested in learning about the different types of bottles that are commonly used for packaging liquids. You want to know what are the most common materials used for making bottles, and what are their advantages and disadvantages. You want to know what are the most common applications of bottles in different industries. You are interested in learning about the different types of bottle caps and closures that are commonly used, and what are their advantages and disadvantages. You want to know what are the most common types of bottle labels and how they are used. You want to know what are the most common types of bottle packaging and how they are used. You are interested in learning about the different types of bottle manufacturing processes and how they are used. You want to know what are the most common types of bottle suppliers and manufacturers, and what are their websites. You want to know what are the most common types of bottle-related products and services, and what are their prices. You want to know what are the most common types of bottle-related news and articles, and what are their sources. You want to know what are the most common types of bottle-related research and studies, and what are their findings. You want to know what are",0.243687242269516,0.0,"[
  (""learn"", ""physical_principles"", ""Dewar flask""),
  (""learn"", ""physical_principles"", ""Thermos vacuum flask"")
]","```plaintext
[
    (""learn"", ""bottle"", ""popular bottle sizes and shapes""),
    (""learn"", ""bottle"", ""types of bottles for packaging liquids""),
    (""learn"", ""bottle"", ""common materials for making bottles""),
    (""analyze"", ""bottle"", ""advantages and disadvantages of bottle materials""),
    (""learn"", ""bottle"", ""common applications of bottles in industries""),
    (""learn"", ""bottle"", ""types of bottle caps and closures""),
    (""analyze"", ""bottle"", ""advantages and disadvantages of bottle caps and closures""),
    (""learn"", ""bottle"", ""common types of bottle labels and their uses""),
    (""learn"", ""bottle"", ""common types of bottle packaging and their uses""),
    (""learn"", ""bottle"", ""types of bottle manufacturing processes""),
    (""learn"", ""bottle"", ""common types of bottle suppliers and manufacturers""),
    (""get_info"", ""bottle"", ""websites of bottle suppliers and manufacturers""),
    (""learn"", ""bottle"", ""common types of bottle-related products and services""),
    (""get_info"", ""bottle"", ""prices of bottle-related products and services""),
    (""learn"", ""bottle"", ""common types of bottle-related news and articles""),
    (""get_info"", ""bottle"", ""sources of bottle-related news and articles""),
    (""learn"", ""bottle"", ""common types of bottle-related research and studies""),
    (""learn"", ""bottle"", ""findings of bottle-related research and studies"")
]
```",0.8,0.5,0.4,0.6
15,"You want to know what this acronym stands for. In your electronics textbook, you found the term ROADM, without further explanation. You want to know what the acronym stands for. Results that provide the answer and deal with the right context (=electronics) are the most relevant ones.",You want to know which companies are working on a new 5G network. You want to know which companies are working on a new 5G network.,0.18634945154190063,0.0,"[
  (""get_info"", ""electronics"", ""ROADM""),
  (""target"", ""electronics"", ""context"")
]","[
  (""explore"", ""technology"", ""5G network""),
  (""get_info"", ""companies"", ""5G network"")
]",0.8,0.5,0.4,0.6
16,"You want to buy a used kindle. You want to buy a second hande e-reader, and you heard the Amazon Kindle would be the best. General information about the Kindle is interesting for making you choice, but you are mostly looking for specific offers of Kindles on shopping sites.","You want to buy an e-reader. You are looking for information about e-readers, e-reader reviews, and e-reader deals. You want to know which e-reader is the best and what are the pros and cons of each e-reader. You also want to know how to get the best e-reader deals.",0.6772665977478027,0.6,"[
  (""decide"", ""e-reader"", ""Kindle""),
  (""get_info"", ""e-reader"", ""Kindle""),
  (""explore"", ""shopping_site"", ""used Kindle offers"")
]","[
  (""explore"", ""e-reader"", ""e-readers""),
  (""get_info"", ""e-reader"", ""e-reader reviews""),
  (""get_info"", ""e-reader"", ""e-reader deals""),
  (""compare"", ""e-reader"", ""best e-reader""),
  (""analyze"", ""e-reader"", ""pros and cons of each e-reader""),
  (""plan"", ""e-reader"", ""best e-reader deals"")
]",0.8,1.0,0.5,0.6
17,"You want to buy the book with that title, written by Jurasky (the 2008 edition). For your job, you need this book, and your boss is willing to pay. Therefore, you are looking for a convenient online offer. Since you are going to study the book, all related digital content, is welcome, too. You are however not interested in reviews, because you already know that book is top.Since you are going to study the book, all related digital content, is welcome, too. You are however not interested in reviews, because you already know that book is top.","You are looking for a book about natural language processing. You want to find a book that is a comprehensive and accurate overview of the field. You want the book to be written by experts in the field, and you want it to cover all aspects of NLP, including algorithms, techniques, and applications. You also want the book to be up-to-date, reflecting the latest research and developments in the field.",0.1627025306224823,0.2,"1. (""book"", ""book"", ""book by Jurasky (2008 edition)"")
2. (""explore"", ""online_offer"", ""book by Jurasky (2008 edition)"")
3. (""learn"", ""digital_content"", ""related digital content for the book by Jurasky (2008 edition)"")
4. (""target"", ""job"", ""book by Jurasky (2008 edition)"")
5. (""target"", ""payment"", ""boss willing to pay"")","[
  (""explore"", ""book"", ""natural language processing""),
  (""target"", ""book"", ""comprehensive and accurate overview""),
  (""target"", ""book"", ""written by experts""),
  (""target"", ""book"", ""covering algorithms, techniques, and applications""),
  (""target"", ""book"", ""up-to-date with latest research and developments"")
]",0.8,0.8,0.5,0.6
18,"You want to buy a lounge chair by eames. Your boyfriend would like to have an Eames lounch chair, so you want to find one online. First of all, you are looking for shopping sites that have them for sale. Since you don't know much about it, related information (e.g., pictures) is also welcome.",What are the most popular chair designs of the 20th century?,0.41396766901016235,0.1,"1. (""explore"", ""shopping_site"", ""Eames lounge chair"")
2. (""get_info"", ""Eames lounge chair"", ""pictures"")","[  
  (""learn"", ""design"", ""chair designs of the 20th century"")  
]",0.5,0.5,0.4,0.6
19,"You are looking for a sound file or video of one of Chopin's ballades, interpreted by Zimerman. You want to play one of Chopin's ballades, and in order to choose one, you want to listem to them first. Most relevant are interpretations of the ballades by Zimerman, as you heard he is a great Chopin interpreter. You don't want to pay for it, and you are not looking for scores either.","You want to find information about piano music. You want to find a piano piece that you can learn in a reasonable amount of time. You want to find a piece that you will enjoy playing. You are not looking for a piece that is too difficult, but you want it to be challenging enough to be interesting. You want to find a piece that is written by a well-known composer. You want to find a piece that is written for solo piano.",0.37911543250083923,0.1,"1. (""explore"", ""music"", ""Chopin's ballades interpreted by Zimerman"")
2. (""decide"", ""music"", ""Chopin's ballades"")
3. (""get_info"", ""music"", ""sound file or video of Chopin's ballades"") 
4. (""target"", ""price"", ""free"")","1. (learn, music, piano music)
2. (explore, music, piano piece)
3. (decide, music, piano piece)
4. (analyze, music, difficulty level)
5. (explore, music, well-known composer)
6. (explore, music, solo piano piece)",0.8,1.0,0.5,0.6
