Unnamed: 0,prompts,reconstructed_prompt,sbert_similarity,llm_judge_similarity,original_prompt_triplets,reconstructed_prompt_triplets,obels_functional_equivalence,obels_domain_type_equivalence,obels_semantic_equivalence,obels_entity_granularity_tolerance
10,Do infants age 0-12 months experience different developmental milestones depending on culture?,How do you care for a newborn? What are the most important things to do when caring for a newborn?,0.32721075415611267,0.1,"[
  (""learn"", ""developmental_milestones"", ""infants 0-12 months""),
  (""analyze"", ""cultural_influence"", ""developmental milestones"")
]","[
  (""learn"", ""parenting"", ""newborn care""),
  (""summarize"", ""parenting"", ""important tasks for newborn care"")
]",0.8,0.8,0.5,0.6
11,"You would like to write a report about interesting weddings traditions of different cultures, religions, and ethnic groups. Find information about wedding ceremonies that you think are the most fascinating and different than what you are used to.","You are planning a wedding, and you want to have a medieval theme. You are looking for information about what a medieval wedding would have looked like, including what types of decorations, food, and music would have been used. You are also interested in learning about the social status of brides and grooms in medieval society, as well as the role of the church in medieval weddings.",0.6489202380180359,0.2,"[
  (""learn"", ""wedding_traditions"", ""different cultures, religions, and ethnic groups""),
  (""get_info"", ""wedding_ceremonies"", ""fascinating and different traditions"")
]","[
  (""plan"", ""event"", ""wedding""),
  (""learn"", ""event"", ""medieval wedding""),
  (""learn"", ""cuisine"", ""medieval food""),
  (""learn"", ""decoration"", ""medieval decorations""),
  (""learn"", ""music"", ""medieval music""),
  (""learn"", ""social_structure"", ""social status of brides and grooms""),
  (""learn"", ""religion"", ""role of the church in medieval weddings"")
]",0.8,0.6,0.5,0.7
12,"France won its first (and only) World Cup in 1998. Find information about the reaction of French people and institutions (such as stock markets), and studies about these reactions.",What are the most common sources of revenue for a football club? How do football clubs make money?,0.19576680660247803,0.0,"[
  (""get_info"", ""event"", ""France World Cup 1998""),
  (""analyze"", ""reaction"", ""French people and institutions""),
  (""learn"", ""study"", ""reactions to France World Cup 1998"")
]","[
  (""learn"", ""finance"", ""sources of revenue for a football club""),
  (""analyze"", ""finance"", ""how football clubs make money"")
]",0.2,0.5,0.3,0.0
13,"For a philosophy assignment, you need to compare evidence that supports the existence of God to evidence that supports the naturalism theory, and infer whether God exists or not. Find web pages to help support your argument.",You want to know what is the most plausible explanation for the fact that humans have a sense of humor. You want to know what is the most plausible explanation for the fact that humans have a sense of humor. You want to know what is the most plausible explanation for the fact that humans have a sense of humor. You want to know what is the most plausible explanation for the fact that humans have a sense of humor. You want to know what is the most plausible explanation for the fact that humans have a sense of humor. You want to know what is the most plausible explanation for the fact that humans have a sense of humor. You want to know what is the most plausible explanation for the fact that humans have a sense of humor. You want to know what is the most plausible explanation for the fact that humans have a sense of humor. You want to know what is the most plausible explanation for the fact that humans have a sense of humor. You want to know what is the most plausible explanation for the fact that humans have a sense of humor. You want to know what is the most plausible explanation for the fact that humans have a sense of humor. You want to know what is the most plausible explanation for the fact that humans have a sense of humor. You want to know,0.27401724457740784,0.0,"[
  (""compare"", ""philosophy"", ""evidence for the existence of God""),
  (""compare"", ""philosophy"", ""evidence for naturalism theory""),
  (""analyze"", ""philosophy"", ""existence of God""),
  (""get_info"", ""web pages"", ""supporting arguments"")
]","[
  (""analyze"", ""academic_field"", ""human sense of humor"")
]",0.2,0.5,0.0,0.0
14,"For economic reasons, you wish to switch from regular phones to internet phone services. You want to know: the best internet phone services, the cheapest internet phone services, the providers of VOIP internet phone services, features that great VOIP services have, providers that offer free calls from the US to some European countries, expert reviews about VOIP providers.","You want to know more about VoIP. What is VoIP, how does it work, what are the different types of VoIP, and what are the advantages and disadvantages of VoIP?",0.5965606570243835,0.3,"[
  (""explore"", ""internet_phone_services"", ""best internet phone services""),
  (""compare"", ""internet_phone_services"", ""cheapest internet phone services""),
  (""get_info"", ""internet_phone_services"", ""providers of VOIP internet phone services""),
  (""analyze"", ""internet_phone_services"", ""features of great VOIP services""),
  (""get_info"", ""internet_phone_services"", ""providers offering free calls from the US to some European countries""),
  (""evaluate"", ""internet_phone_services"", ""expert reviews about VOIP providers"")
]","[
  (""learn"", ""technology"", ""VoIP""),
  (""analyze"", ""technology"", ""VoIP advantages and disadvantages""),
  (""explore"", ""technology"", ""different types of VoIP""),
  (""get_info"", ""technology"", ""how VoIP works"")
]",0.8,0.6,0.5,0.7
15,"In your attempt to get fit, you are looking for information on what possibilities (types of physical exercises, diets, etc...) will help you achieve your fitness goal. Find web pages about different weight loss possibilities.",You want to know what is a healthy diet. You want to know what a good diet is. You want to know what foods are good for you. You want to know what is a bad diet. You want to know what foods are bad for you.,0.4255758225917816,0.4,"1. (""explore"", ""fitness"", ""physical exercises"")
2. (""explore"", ""fitness"", ""diets"")
3. (""get_info"", ""weight_loss"", ""possibilities"")","[
  (""learn"", ""diet"", ""healthy diet""),
  (""learn"", ""diet"", ""good diet""),
  (""learn"", ""diet"", ""foods that are good for you""),
  (""learn"", ""diet"", ""bad diet""),
  (""learn"", ""diet"", ""foods that are bad for you"")
]",0.8,0.8,0.5,0.6
16,A friend has been complaining for months that she is unhappy with her life. She has also mentioned that she can't easily sleep at nights. You think that she may be suffering from depression. You want to understand if this is the case and how you could assist her in getting some help from medical professionals.,What is the most common age of onset for major depressive disorder? What are the most common symptoms of major depressive disorder? What is the most common age of onset for anxiety disorders? What are the most common symptoms of anxiety disorders? What are the most common comorbidities of major depressive disorder and anxiety disorders?,0.15016646683216095,0.2,"[
  (""analyze"", ""symptom"", ""depression""),
  (""learn"", ""treatment_method"", ""medical assistance""),
  (""explore"", ""support_options"", ""help for depression"")
]","[
  (""learn"", ""mental_health"", ""major depressive disorder onset age""),
  (""learn"", ""mental_health"", ""major depressive disorder symptoms""),
  (""learn"", ""mental_health"", ""anxiety disorders onset age""),
  (""learn"", ""mental_health"", ""anxiety disorders symptoms""),
  (""learn"", ""mental_health"", ""comorbidities of major depressive disorder and anxiety disorders"")
]",0.8,1.0,0.5,0.6
17,Pseudocyesis is the appearance of clinical and/or subclinical signs and symptoms associated with pregnancy when the organism is not actually pregnant. What are the recent advances in understanding the causes of this disorder?,How do you get pregnant?,0.33024662733078003,0.0,"[
  (""learn"", ""medical_condition"", ""pseudocyesis""),
  (""analyze"", ""medical_condition"", ""causes of pseudocyesis"")
]","[(""learn"", ""reproductive_health"", ""pregnancy"")]",0.8,0.5,0.5,0.6
18,You are planning a winter vacation to the Pocono Mountains region in Pennsylvania in the US. Where will you stay? What will you do while there? How will you get there?,"You're planning a trip to the Pocono Mountains, and you want to know what kind of winter activities are available there. You want to find information about ski resorts, snow tubing, and other winter activities. You're looking for a list of ski resorts in the Pocono Mountains, as well as information about the best places to go snow tubing. You also want to know what kind of winter activities are available in the Pocono Mountains, and how to get there.",0.5706730484962463,0.8,"[
  (""plan"", ""travel"", ""winter vacation to the Pocono Mountains""),
  (""get_info"", ""accommodation"", ""places to stay in the Pocono Mountains""),
  (""explore"", ""activities"", ""things to do in the Pocono Mountains""),
  (""decide"", ""transportation"", ""how to get to the Pocono Mountains"")
]","[
  (""plan"", ""travel"", ""Pocono Mountains""),
  (""get_info"", ""winter_activities"", ""ski resorts""),
  (""get_info"", ""winter_activities"", ""snow tubing""),
  (""get_info"", ""winter_activities"", ""other winter activities""),
  (""get_info"", ""travel"", ""how to get there"")
]",0.8,0.8,0.5,0.6
19,"You have decided that you want to reduce the use of air conditioning in your house. You've thought that if you could protect the roof being overly hot due to sun exposure, you could keep the house temperature low without the excessive use of air conditioning. Find information of whether this is possible and how it could be done.",How can you reduce your energy costs?,0.3777885437011719,0.3,"[
  (""learn"", ""home_improvement"", ""reducing air conditioning use""),
  (""get_info"", ""roof_insulation"", ""protecting roof from sun exposure""),
  (""explore"", ""cooling_methods"", ""keeping house temperature low"")
]","[  
  (""learn"", ""energy_saving"", ""energy costs"")  
]",0.8,0.6,0.5,0.4
