persona_id,trait_name,trait_category,inferred_value,ground_truth_value,similarity_score,confidence,rationale,is_selected
persona_002,occupation category,occupational,Homemaker/Parent,Not applicable,0.08,0.65,"The combination of ""irishamericanmom.com"" and multiple cooking/recipe websites strongly points to a primary role focused on home and family management.",False
persona_002,class of worker,occupational,nan,Not applicable,0.204,0.6,"If the user is not in the labor force, this category does not apply.",True
persona_002,veteran status,demographic,Non-Veteran,"On active duty in the past, but not now",0.674,0.9,"There is no evidence in the browsing history to suggest any military affiliation. Statistically, most of the population are non-veterans.",False
persona_002,marital status,demographic,Married,Divorced,0.0,0.8,"The ""mom"" persona combined with an inferred middle-class household suggests a traditional family structure, making marriage highly probable.",False
persona_002,household type,demographic,Married-couple household,"Male householder, no spouse/partner present, with relatives, no children of the householder less than 18",0.541,0.8,Directly follows from the inferences on marital status and family presence.,False
persona_002,household language,demographic,English only,English only,1.0,0.99,"All visited domains are in English, including those focused on deep reading like policy reports and recipes.",False
persona_002,family presence and age,demographic,Lives with one or more related children under 18,No related children,0.533,0.9,"The name of the blog ""irishamericanmom.com"" is a very direct signal of being a mother, implying the presence of children in the household.",True
persona_002,health insurance,demographic,With health insurance coverage,With health insurance coverage,1.0,0.8,"Visiting kff.org (Kaiser Family Foundation), a health policy organization, and belonging to a demographic likely to have coverage (middle-class, married) makes private insurance highly probable.",False
persona_002,disability,demographic,nan,With a disability,0.151,0.6,"There is no evidence in the browsing history to suggest a disability. The inferred lifestyle (active cooking, parenting) does not point towards one.",False
persona_002,ideology,psychographic,Progressive/Moderate,Liberal,0.0,0.65,"Browsing center-left (Brookings) and data-driven social research sites (Pew, KFF) suggests an evidence-based worldview, which aligns more with moderate or progressive ideologies than staunch conservatism.",False
persona_002,political views,psychographic,Democrat,Democrat,1.0,0.6,"The interest in social policy topics covered by KFF and Brookings, which often focus on social safety nets and healthcare, aligns more closely with the platform of the Democratic party.",False
persona_002,lifestyle,behavioral,"Domestic, intellectual, and family-oriented",Quiet and comfortable,0.158,0.85,"A clear pattern of home activities (cooking sites) is blended with intellectually curious pursuits (think tank websites) and a strong family identity (""irishamericanmom"").",False
persona_002,personal time,behavioral,"Spends time cooking new recipes, reading about social policy, and engaging in Christian meditation.","Spends free time on hobbies, volunteering, or spending time with family",0.574,0.9,This is a direct summary of the activities indicated by the most prominent content websites visited.,False
persona_002,mannerisms,behavioral,"Thoughtful and articulate, often referencing data or recipes in conversation.",Expressive storyteller,0.415,0.2,"Speculative inference based on the blend of data-heavy reading (Pew, Brookings) and practical, instructional content (recipe blogs).",False
persona_002,defining quirks,behavioral,"Deeply integrates her Irish heritage into her identity as an American mother, possibly through cooking and storytelling.",Enjoys cooking gourmet meals,0.439,0.7,"The specificity of the ""irishamericanmom.com"" domain suggests this is not a passing interest but a core part of her identity.",False
persona_002,detailed job description,occupational,"Manages all aspects of her household, including childcare, cooking, and family scheduling, while also dedicating significant time to self-education on social and political issues through policy research and spiritual practices.",Retired Professor,0.228,0.7,Synthesizes the inferred role of a homemaker with the observed intellectual and spiritual interests.,False
persona_002,Big Five - Agreeableness,psychographic,High,High,1.0,0.7,"Interest in family (""mom""), community (food blogs), and spiritual harmony (""thechristianmeditator"") suggests a caring, cooperative, and empathetic personality.",False
persona_002,Big Five - Conscientiousness,psychographic,High,Average,0.0,0.8,"Following recipes (food52, reciperirl) requires organization and attention to detail. Reading dense policy reports (Brookings, KFF) indicates a diligent and thorough nature.",False
persona_002,Big Five - Extraversion,psychographic,Low,Average,0.0,0.5,"The primary inferred activities—reading, cooking, meditation—are largely solitary or home-based, suggesting a preference for introverted pursuits.",False
persona_002,Big Five - Neuroticism,psychographic,Low,Extremely Low,0.745,0.6,"Proactively visiting a site like ""thechristianmeditator.com"" suggests an active effort to maintain emotional stability and calmness, indicating lower neuroticism or effective management of it.",False
persona_002,Big Five - Openness,psychographic,High,Average,0.0,0.85,"Demonstrates high intellectual curiosity by engaging with diverse, complex topics from policy think tanks (Pew, Brookings) and exploring new things (recipes, world atlas).",False
persona_005,age,demographic,48,16,0.0,0.8,"Browsing college preparation sites like `www.collegetransitions.com` and `blog.collegevine.com` suggests being a parent of a high school-aged child (approx. 17-18), placing the parent in their late 40s.",False
persona_005,sex,demographic,Male,Male,1.0,0.7,Visits to `www.bovada.lv` (online sports betting) and `www.flirt4free.com` (adult live cams) are activities that statistically skew male.,False
persona_005,race,demographic,White alone,White alone,1.0,0.4,"Interest in travel to Ireland (`www.irelandbeforeyoudie.com`) suggests possible European ancestry, but this is a weak signal for race.",False
persona_005,ancestry,demographic,Irish,Irish,1.0,0.75,The domain `www.irelandbeforeyoudie.com` indicates a specific interest in travel to or heritage from Ireland.,False
persona_005,religion,demographic,Religiously unaffiliated,Other Christian,0.464,0.5,"Absence of any domains related to religion, combined with an urban profile where non-affiliation is common.",False
persona_005,place of birth,demographic,New York/NY,New York/NY,1.0,0.4,"Multiple domains like `www.newyorkfamily.com`, `newyorkstyleguide.com`, and `pfnyc.org` show a strong, established connection to New York, though the user could be a long-term resident rather than native.",True
persona_005,citizenship,demographic,U.S. citizen,Born in the United States,0.615,0.9,"Browsing behavior is entirely US-centric, including local NYC organizations and services for US college admissions.",False
persona_005,income,demographic,150000.0,135500.0,0.927,0.6,"Inferred from a professional job (Zoho, Framer), high cost of living in NYC, and exploring expensive services like college admissions counseling (`empowerly.com`).",False
persona_005,education,demographic,Bachelor's degree,Grade 9,0.366,0.7,"Deeply researching the competitive college admissions process (`collegevine`, `empowerly`) for a child implies the user is college-educated themselves and values higher education.",True
persona_005,employment status,occupational,"Civilian employed, at work",Not in labor force,0.416,0.9,Visits to business-related domains like `salesiq.zoho.com` (customer engagement software) and `events.framer.com` (professional design tool) indicate active employment.,False
persona_005,industry category,occupational,"Professional, Scientific, and Technical Services",Not applicable,0.12,0.65,"Use of Zoho (business SaaS) and Framer (web prototyping tool) points towards work in the tech, marketing, or consulting sectors.",False
persona_005,occupation category,occupational,Sales and Related Occupations,Student,0.211,0.7,"The domain `salesiq.zoho.com` is a specific tool for live chat, visitor tracking, and sales engagement, strongly suggesting a sales or marketing role.",True
persona_005,class of worker,occupational,Self-employed in own not incorporated business,Not applicable,0.043,0.5,"The combination of interests (sales, web design, blogging) could indicate a consultant or small business owner rather than an employee of a large private company.",False
persona_005,veteran status,demographic,Non-Veteran,Non-Veteran,1.0,0.9,"There is a complete absence of any military-related domains (e.g., va.gov, military branches).",False
persona_005,marital status,demographic,Married,Never married,0.661,0.6,"`www.newyorkfamily.com` implies a family unit, which is a stronger signal for being married than adult sites (`flirt4free`) are for being single, as they can be used by people in relationships.",False
persona_005,household type,demographic,"Married couple household, with own children of the householder under 18 years",Cohabiting couple household with children of the householder less than 18,0.876,0.7,Inferred from being married (`newyorkfamily`) and having a child preparing for college who is likely around 17 years old (`collegetransitions.com`).,False
persona_005,household language,demographic,English only,English only,1.0,0.95,All browsed domains are in English.,False
persona_005,family presence and age,demographic,Parent of a teenager (approx. 17 years old),With related children 5 to 17 years only,0.434,0.85,Multiple sites like `blog.collegevine.com` and `www.collegetransitions.com` are dedicated to the college application process for high school students.,True
persona_005,health insurance,demographic,With health insurance coverage,With health insurance coverage,1.0,0.8,A person with professional employment in the U.S. is highly likely to have health insurance.,False
persona_005,disability,demographic,With a disability,None,0.147,0.75,Visiting and donating to `www.nami.org` (National Alliance on Mental Illness) strongly suggests that the user or a close family member is dealing with a mental health condition.,False
persona_005,ideology,psychographic,Liberal,Liberal,1.0,0.6,"A combination of living in New York City, showing interest in a social cause like mental health (NAMI), and an absence of conservative media or political sites points towards a liberal ideology.",True
persona_005,political views,psychographic,Democrat,Democrat,1.0,0.6,This is the most common political affiliation for a liberal ideology in a major U.S. city like New York.,False
persona_005,lifestyle,behavioral,"Busy, modern urban parent",Active and social,0.357,0.8,"Juggling a professional career (Zoho, Framer), parenting a teenager through a stressful period (college apps), and maintaining personal hobbies (skateboarding, fashion).",False
persona_005,personal time,behavioral,"Spends time on online gambling, exploring fashion blogs, and researching travel",Spends free time skateboarding or playing video games,0.709,0.9,"Directly evidenced by visits to `www.bovada.lv`, `newyorkstyleguide.com`, and `www.irelandbeforeyoudie.com`.",False
persona_005,mannerisms,behavioral,Tech-savvy and a risk-taker,Often taps his foot when he's thinking,0.071,0.5,Implied by the use of modern web tools (`framer.com`) and engagement in online betting (`bovada.lv`).,False
persona_005,defining quirks,behavioral,Manages a responsible family-man persona while privately engaging in high-risk hobbies like online gambling.,Has a unique fashion sense and often wears vintage clothing,0.383,0.7,The contrast between domains like `newyorkfamily.com` and `collegevine` versus `bovada.lv` and `flirt4free.com` suggests a significant split between public and private behavior.,False
persona_005,detailed job description,occupational,"Works in a sales or marketing capacity, using digital tools like Zoho SalesIQ for customer outreach and Framer for web-based projects, possibly as a consultant or for a small business.",High school student,0.267,0.7,A synthesis of evidence from `salesiq.zoho.com` and `events.framer.com`.,False
persona_005,Big Five - Openness,psychographic,High,High,1.0,0.65,"Openness (varied interests: tech, travel, fashion). Conscientiousness (high in planning for child's future, low in gambling). Extraversion (sales role, style blogging). Neuroticism (strong signal from NAMI visit, indicating stress/anxiety). Agreeableness (mixed signals from professional vs. private life).",False
persona_005,Big Five - Conscientiousness,psychographic,Average,Extremely Low,0.409,0.65,"Openness (varied interests: tech, travel, fashion). Conscientiousness (high in planning for child's future, low in gambling). Extraversion (sales role, style blogging). Neuroticism (strong signal from NAMI visit, indicating stress/anxiety). Agreeableness (mixed signals from professional vs. private life).",False
persona_005,Big Five - Extraversion,psychographic,High,Extremely High,0.67,0.65,"Openness (varied interests: tech, travel, fashion). Conscientiousness (high in planning for child's future, low in gambling). Extraversion (sales role, style blogging). Neuroticism (strong signal from NAMI visit, indicating stress/anxiety). Agreeableness (mixed signals from professional vs. private life).",False
persona_005,Big Five - Neuroticism,psychographic,High,High,1.0,0.65,"Openness (varied interests: tech, travel, fashion). Conscientiousness (high in planning for child's future, low in gambling). Extraversion (sales role, style blogging). Neuroticism (strong signal from NAMI visit, indicating stress/anxiety). Agreeableness (mixed signals from professional vs. private life).",False
persona_005,Big Five - Agreeableness,psychographic,Average,Extremely Low,0.409,0.65,"Openness (varied interests: tech, travel, fashion). Conscientiousness (high in planning for child's future, low in gambling). Extraversion (sales role, style blogging). Neuroticism (strong signal from NAMI visit, indicating stress/anxiety). Agreeableness (mixed signals from professional vs. private life).",False
persona_006,age,demographic,17,15,0.933,0.9,"Browsing focuses heavily on ""Life Teen"" and ""Catholic Youth Organization"" sites, which are targeted at high school students. This is combined with hobbies like ""codingame.com"" and ""gamingoverdrive.com"", which are popular with this demographic.",False
persona_006,sex,demographic,Female,Female,1.0,0.6,"The combination of interests in DIY crafts (diyjoy, diycraftsy), frugal living, and community/volunteer involvement (Catholic Charities, Volunteer Network) is statistically more common among teenage girls, although the coding and gaming interest is more neutral.",False
persona_006,race,demographic,White alone,White alone,1.0,0.3,"A weak inference based on general demographics of Catholic communities in the US. There is no direct evidence in the browsing history, and other racial identities, particularly Hispanic, are also highly plausible.",False
persona_006,ancestry,demographic,Irish or Italian,Czech,0.451,0.2,"A speculative inference based on the strong Catholic identity combined with the location in the Archdiocese of New York, where these ancestries have historically large Catholic populations. This is very weak evidence.",False
persona_006,religion,demographic,Catholic,Catholic,1.0,1.0,"Numerous and repeated visits to Catholic-specific domains, including Life Teen, Catholic Youth Organization, Catholic Charities, USCCB, and the Catholic Directory. This is the most certain trait.",False
persona_006,place of birth,demographic,New York/NY,Wisconsin/WI,0.595,0.85,"Multiple visited domains are specific to New York, such as `cyony.org` (Catholic Youth Org of NY), `cccsny.org`, and `catholiccharitiesny.org`, strongly suggesting residency and likely birth in the region.",False
persona_006,citizenship,demographic,U.S. citizen,Born in the United States,0.615,0.9,"The user is deeply involved in local U.S. community organizations (NY Catholic youth groups) and national ones (USCCB), indicating residency and a high probability of citizenship.",False
persona_006,income,demographic,0.0,No income,0.0,0.8,"Based on the inferred age of 17 and student status, the user is likely a dependent with no personal income. The visit to `fabulesslyfrugal.com` also supports a lack of disposable income.",False
persona_006,education,demographic,"Some high school, no diploma",Grade 9,0.425,0.9,Directly follows from the inferred age of 17. The user is currently a high school student.,False
persona_006,employment status,occupational,Not in labor force,Unemployed,0.453,0.95,"Consistent with being a high school student. The user is focused on education, hobbies, and volunteering, not employment.",False
persona_006,industry category,occupational,N/A (Student),Not applicable,0.286,0.95,The user is a student and not part of the workforce.,False
persona_006,occupation category,occupational,N/A (Student),Not applicable,0.286,0.95,The user is a student and does not have an occupation.,False
persona_006,class of worker,occupational,N/A (Student),Not applicable,0.286,0.95,The user is a student and does not have a class of worker.,False
persona_006,veteran status,demographic,Non-Veteran,Non-Veteran,1.0,1.0,The inferred age of 17 precludes military service.,True
persona_006,marital status,demographic,Never married,Never married,1.0,1.0,The inferred age of 17 makes any other marital status extremely unlikely.,False
persona_006,household type,demographic,Family household,Married couple household with children of the householder less than 18,0.609,0.9,A person of this age is almost certainly living with their parent(s) or guardian(s).,False
persona_006,household language,demographic,English only,English only,1.0,0.9,All visited websites are in English.,False
persona_006,family presence and age,demographic,Lives with one or more parents,With related children 5 to 17 years only,0.312,0.9,Consistent with being a 17-year-old high school student.,False
persona_006,health insurance,demographic,With health insurance coverage,With health insurance coverage,1.0,0.85,A minor living with family in the U.S. is very likely covered by a parent's or guardian's health insurance plan.,False
persona_006,disability,demographic,nan,None,0.305,0.7,"There is no indication of browsing for disability-related services or information. The active, multi-hobby profile suggests no significant functional limitations.",False
persona_006,ideology,psychographic,Moderate / Communitarian,Liberal,0.504,0.6,"The combination of traditional religious values (Catholic sites) and interests in civic engagement (`catholicconscience.org`) suggests an ideology focused on community and social teaching, rather than a standard left/right political alignment.",True
persona_006,political views,psychographic,Unaffiliated / Independent,"Too young to vote, but interested in social issues",0.41,0.7,"At 17, strong partisan affiliation is less likely. The focus is on faith-based civic engagement (`catholicconscience.org`), not partisan politics.",False
persona_006,lifestyle,behavioral,"Creative, community-oriented, and digitally engaged",Active and creative,0.588,0.8,"The browsing history shows a clear balance between creative offline hobbies (DIY, crafts), community and religious involvement (youth group, volunteering), and online activities (coding, gaming).",True
persona_006,personal time,behavioral,"Spends free time on a mix of coding games, DIY projects, and church youth group activities.",Spends free time drawing or playing video games,0.65,0.9,"This is a direct summary of the primary interests shown in the browsing history (codingame, diycraftsy, lifeteen).",True
persona_006,mannerisms,behavioral,"Earnest and enthusiastic, particularly when sharing about their hobbies or faith.",Tends to use local slang and expressions,0.34,0.3,A speculative inference based on the profile of a young person deeply engaged in multiple hobbies and a strong faith community.,False
persona_006,defining quirks,behavioral,Uniquely combines an interest in modern tech skills like coding with traditional activities like crafting and religious youth ministry.,Enjoys tinkering with gadgets and creating digital art,0.601,0.7,"The juxtaposition of `codingame.com` and `lifeteen.com` is a distinct pattern in the browsing history, defining a unique blend of interests.",True
persona_006,detailed job description,occupational,"High school student with a strong interest in front-end web development (CSS, UI) and active involvement in faith-based volunteering.",Student,0.313,0.8,"This synthesizes the user's current primary role (student) with evidence of specific skill development (`flukeout.github.io` for CSS, `codingame.com`) and community participation (`catholicvolunteernetwork.org`).",False
persona_006,Big Five - Openness,psychographic,High,Average,0.0,0.6,"Openness from diverse hobbies (coding, gaming, crafts). Conscientiousness from learning a skill and volunteering. Extraversion from youth group/community involvement. Agreeableness from charity/volunteer sites. Neuroticism is inferred low due to the positive, constructive nature of all activities.",False
persona_006,Big Five - Conscientiousness,psychographic,High,Average,0.0,0.6,"Openness from diverse hobbies (coding, gaming, crafts). Conscientiousness from learning a skill and volunteering. Extraversion from youth group/community involvement. Agreeableness from charity/volunteer sites. Neuroticism is inferred low due to the positive, constructive nature of all activities.",False
persona_006,Big Five - Extraversion,psychographic,High,Extremely Low,0.455,0.6,"Openness from diverse hobbies (coding, gaming, crafts). Conscientiousness from learning a skill and volunteering. Extraversion from youth group/community involvement. Agreeableness from charity/volunteer sites. Neuroticism is inferred low due to the positive, constructive nature of all activities.",False
persona_006,Big Five - Agreeableness,psychographic,High,Low,0.0,0.6,"Openness from diverse hobbies (coding, gaming, crafts). Conscientiousness from learning a skill and volunteering. Extraversion from youth group/community involvement. Agreeableness from charity/volunteer sites. Neuroticism is inferred low due to the positive, constructive nature of all activities.",False
persona_006,Big Five - Neuroticism,psychographic,Low,Average,0.0,0.6,"Openness from diverse hobbies (coding, gaming, crafts). Conscientiousness from learning a skill and volunteering. Extraversion from youth group/community involvement. Agreeableness from charity/volunteer sites. Neuroticism is inferred low due to the positive, constructive nature of all activities.",False
persona_007,occupation category,occupational,Elementary and Middle School Teachers,EDU-Teaching Assistants,0.597,0.95,"Numerous websites are dedicated to teaching resources (weareteachers.com, teach4theheart.com) and educational content for children (ducksters.com).",True
persona_007,industry category,occupational,Education Services,EDU-Elementary And Secondary Schools,0.534,0.95,"The vast majority of content-related domains are focused on education, teaching, and online learning.",True
persona_007,sex,demographic,Female,Female,1.0,0.9,"The teaching profession is female-dominated, and the websites visited (parents.com, teach4theheart.com, debrasmouse.com) are heavily skewed towards a female audience.",False
persona_007,religion,demographic,Christian,Protestant,0.0,0.9,"The domain teach4theheart.com is a resource for Christian teachers, indicating a strong religious affiliation.",False
persona_007,family presence and age,demographic,With related children of the householder under 18 years,With related children 5 to 17 years only,0.628,0.85,Visits to parents.com and the American Academy of Pediatrics (aap.org) strongly suggest the user is a parent of young children.,True
persona_007,detailed job description,occupational,"An elementary school teacher who creates lesson plans and curriculum, possibly with a focus on faith-based education, and is currently looking for a new job.",Assists teachers in classroom activities and helps students understand the material,0.563,0.85,"Combines evidence from teacher resource sites (weareteachers.com), child-focused education sites (ducksters.com), Christian teacher resources (teach4theheart.com), and resume building (cvformat.io).",False
persona_007,education,demographic,Bachelor's degree,Master's degree,0.804,0.8,A bachelor's degree is the standard minimum requirement for a teaching position in most Western countries.,False
persona_007,lifestyle,behavioral,Family-oriented and professional,"Busy but balanced, with a focus on health and education",0.539,0.8,"Browsing is split between professional development for teaching and parenting/family-related topics (parents.com, debrasmouse.com).",False
persona_007,Big Five - Openness,psychographic,High,High,1.0,0.7,"High conscientiousness and openness from professional development and lesson planning. High agreeableness from focus on child welfare (aap.org) and ""heart""-based teaching. Neuroticism is average but could be elevated due to job searching (cvformat.io).",False
persona_007,Big Five - Conscientiousness,psychographic,High,Extremely Low,0.455,0.7,"High conscientiousness and openness from professional development and lesson planning. High agreeableness from focus on child welfare (aap.org) and ""heart""-based teaching. Neuroticism is average but could be elevated due to job searching (cvformat.io).",False
persona_007,Big Five - Extraversion,psychographic,Average,Extremely High,0.376,0.7,"High conscientiousness and openness from professional development and lesson planning. High agreeableness from focus on child welfare (aap.org) and ""heart""-based teaching. Neuroticism is average but could be elevated due to job searching (cvformat.io).",False
persona_007,Big Five - Agreeableness,psychographic,High,Average,0.0,0.7,"High conscientiousness and openness from professional development and lesson planning. High agreeableness from focus on child welfare (aap.org) and ""heart""-based teaching. Neuroticism is average but could be elevated due to job searching (cvformat.io).",True
persona_007,Big Five - Neuroticism,psychographic,Average,High,0.0,0.7,"High conscientiousness and openness from professional development and lesson planning. High agreeableness from focus on child welfare (aap.org) and ""heart""-based teaching. Neuroticism is average but could be elevated due to job searching (cvformat.io).",False
persona_007,marital status,demographic,Married,Married,1.0,0.7,"The combination of being a parent (parents.com, aap.org) and having a career makes a married household statistically probable.",False
persona_007,household type,demographic,Married-couple household,Married couple household with children of the householder less than 18,0.696,0.7,Inferred from likely marital status and presence of children.,False
persona_007,citizenship,demographic,United Kingdom Citizen,U.S. citizen by naturalization,0.484,0.65,The visit to a UK-specific teacher recruitment site (heartteaching.recsites.co.uk) is a strong indicator of professional ties to the UK.,False
persona_007,place of birth,demographic,United Kingdom,India,0.575,0.65,Based on the inference of UK citizenship and job searching within the UK education system.,False
persona_007,employment status,occupational,Unemployed or seeking new employment,"Civilian employed, at work",0.363,0.6,The user is visiting a teacher recruitment site (heartteaching.recsites.co.uk) and a resume-building tool (cvformat.io).,False
